id,url,levels,word,translation,part_of_speech,ipa,audio_link
brief,https://www.oxfordlearnersdictionaries.com/definition/english/brief_1,C1,brief,ngắn gọn,adjective,/briːf/,
baggy,https://www.oxfordlearnersdictionaries.com/definition/english/baggy,B1,baggy,rộng thùng thình,adjective,/ˈbæɡi/,
acrylic,https://www.oxfordlearnersdictionaries.com/definition/english/acrylic_2,C2,acrylic,acrylic,noun,/əˈkrɪlɪk/,
check,https://www.oxfordlearnersdictionaries.com/definition/english/check_2,C1,check,kiểm tra,noun,/tʃek/,
backless,https://www.oxfordlearnersdictionaries.com/definition/english/backless,C2,backless,hở lưng,adjective,/ˈbækləs/,
cashmere,https://www.oxfordlearnersdictionaries.com/definition/english/cashmere,C2,cashmere,len cashmere,noun,/ˈkæʃmɪə(r)/,
becoming,https://www.oxfordlearnersdictionaries.com/definition/english/becoming,C2,becoming,trở thành,adjective,/bɪˈkʌmɪŋ/,
casual,https://www.oxfordlearnersdictionaries.com/definition/english/casual_1,B2,casual,bình thường,adjective,/ˈkæʒuəl/,
athleisure™,https://www.oxfordlearnersdictionaries.com/definition/english/athleisuretm,C2,athleisure™,thể thao™,noun,/æθˈleʒə(r)/,
a-line,https://www.oxfordlearnersdictionaries.com/definition/english/a-line,C2,A-line,chữ A,adjective,/ˈeɪ laɪn/,
close-fitting,https://www.oxfordlearnersdictionaries.com/definition/english/close-fitting,C2,close-fitting,vừa khít,adjective,/ˌkləʊs ˈfɪtɪŋ/,
checked,https://www.oxfordlearnersdictionaries.com/definition/english/checked,C1,checked,đã kiểm tra,adjective,/tʃekt/,
comfortable,https://www.oxfordlearnersdictionaries.com/definition/english/comfortable,A2,comfortable,thoải mái,adjective,/ˈkʌmftəbl/,
clinging,https://www.oxfordlearnersdictionaries.com/definition/english/clinging,C2,clinging,bám víu,adjective,/ˈklɪŋɪŋ/,
corduroy,https://www.oxfordlearnersdictionaries.com/definition/english/corduroy,C2,corduroy,vải nhung,noun,/ˈkɔːdərɔɪ/,
cotton,https://www.oxfordlearnersdictionaries.com/definition/english/cotton_1,B1,cotton,bông,noun,/ˈkɒtn/,
cloth,https://www.oxfordlearnersdictionaries.com/definition/english/cloth,B1,cloth,vải,noun,/klɒθ/,
cut-off,https://www.oxfordlearnersdictionaries.com/definition/english/cut-off_1,C2,cut-off,sự cắt đứt,adjective,/ˈkʌt ɒf/,
crêpe,https://www.oxfordlearnersdictionaries.com/definition/english/crepe,C2,crêpe,bánh kếp,noun,/kreɪp/,
denim,https://www.oxfordlearnersdictionaries.com/definition/english/denim,B1,denim,vải jean,noun,/ˈdenɪm/,
chiffon,https://www.oxfordlearnersdictionaries.com/definition/english/chiffon,C2,chiffon,voan,noun,/ˈʃɪfɒn/,
fabric,https://www.oxfordlearnersdictionaries.com/definition/english/fabric,B2,fabric,vải vóc,noun,/ˈfæbrɪk/,
elegant,https://www.oxfordlearnersdictionaries.com/definition/english/elegant,B2,elegant,thanh lịch,adjective,/ˈelɪɡənt/,
fetching,https://www.oxfordlearnersdictionaries.com/definition/english/fetching,C2,fetching,lấy,adjective,/ˈfetʃɪŋ/,
figure-hugging,https://www.oxfordlearnersdictionaries.com/definition/english/figure-hugging,C2,figure-hugging,ôm sát,adjective,/ˈfɪɡə hʌɡɪŋ/,
dressy,https://www.oxfordlearnersdictionaries.com/definition/english/dressy,C2,dressy,ăn diện,adjective,/ˈdresi/,
finery,https://www.oxfordlearnersdictionaries.com/definition/english/finery,C2,finery,đồ trang sức,noun,/ˈfaɪnəri/,
fit,https://www.oxfordlearnersdictionaries.com/definition/english/fit_1,A2,fit,phù hợp,verb,/fɪt/,
flamboyant,https://www.oxfordlearnersdictionaries.com/definition/english/flamboyant,C2,flamboyant,lòe loẹt,adjective,/flæmˈbɔɪənt/,
fitted,https://www.oxfordlearnersdictionaries.com/definition/english/fitted,C1,fitted,được trang bị,adjective,/ˈfɪtɪd/,
flared,https://www.oxfordlearnersdictionaries.com/definition/english/flared,C2,flared,bùng lên,adjective,/fleəd/,
flannel,https://www.oxfordlearnersdictionaries.com/definition/english/flannel,C2,flannel,vải nỉ,noun,/ˈflænl/,
fit,https://www.oxfordlearnersdictionaries.com/definition/english/fit_3,B2,fit,phù hợp,noun,/fɪt/,
flare,https://www.oxfordlearnersdictionaries.com/definition/english/flare_1,C2,flare,bùng lên,verb,/fleə(r)/,
flowery,https://www.oxfordlearnersdictionaries.com/definition/english/flowery,C1,flowery,có hoa,adjective,/ˈflaʊəri/,
flare,https://www.oxfordlearnersdictionaries.com/definition/english/flare_2,C2,flare,bùng lên,noun,/fleə(r)/,
flattering,https://www.oxfordlearnersdictionaries.com/definition/english/flattering,C2,flattering,tâng bốc,adjective,/ˈflætərɪŋ/,
formal,https://www.oxfordlearnersdictionaries.com/definition/english/formal,A2,formal,chính thức,adjective,/ˈfɔːml/,
frumpy,https://www.oxfordlearnersdictionaries.com/definition/english/frumpy,C2,frumpy,lôi thôi,adjective,/ˈfrʌmpi/,
gaudy,https://www.oxfordlearnersdictionaries.com/definition/english/gaudy_1,C2,gaudy,xa hoa,adjective,/ˈɡɔːdi/,
glamorous,https://www.oxfordlearnersdictionaries.com/definition/english/glamorous,B2,glamorous,quyến rũ,adjective,/ˈɡlæmərəs/,
fur,https://www.oxfordlearnersdictionaries.com/definition/english/fur,B1,fur,lông thú,noun,/fɜː(r)/,
garish,https://www.oxfordlearnersdictionaries.com/definition/english/garish,C2,garish,sặc sỡ,adjective,/ˈɡeərɪʃ/,
glamour,https://www.oxfordlearnersdictionaries.com/definition/english/glamour_1,C1,glamour,sự quyến rũ,noun,/ˈɡlæmə(r)/,
grungy,https://www.oxfordlearnersdictionaries.com/definition/english/grungy,C2,grungy,bẩn thỉu,adjective,/ˈɡrʌndʒi/,
form-fitting,https://www.oxfordlearnersdictionaries.com/definition/english/form-fitting,C2,form-fitting,vừa vặn với hình thức,adjective,/ˈfɔːm fɪtɪŋ/,
glamorously,https://www.oxfordlearnersdictionaries.com/definition/english/glamorously,B2,glamorously,quyến rũ,adverb,/ˈɡlæmərəsli/,
hip,https://www.oxfordlearnersdictionaries.com/definition/english/hip_2,C2,hip,hông,adjective,/hɪp/,
