id,url,levels,word,translation,part_of_speech,ipa,audio_link
graceful,https://www.oxfordlearnersdictionaries.com/definition/english/graceful,C1,graceful,duyên dáng,adjective,/ˈɡreɪsfl/,
languid,https://www.oxfordlearnersdictionaries.com/definition/english/languid,C2,languid,uể oải,adjective,/ˈlæŋɡwɪd/,
deft,https://www.oxfordlearnersdictionaries.com/definition/english/deft,C2,deft,khéo léo,adjective,/deft/,
graceless,https://www.oxfordlearnersdictionaries.com/definition/english/graceless,C2,graceless,vô duyên,adjective,/ˈɡreɪsləs/,
hunch,https://www.oxfordlearnersdictionaries.com/definition/english/hunch_1,C2,hunch,linh cảm,verb,/hʌntʃ/,
awkward,https://www.oxfordlearnersdictionaries.com/definition/english/awkward,C1,awkward,vụng về,adjective,/ˈɔːkwəd/,
erect,https://www.oxfordlearnersdictionaries.com/definition/english/erect_2,C2,erect,dựng lên,adjective,/ɪˈrekt/,
grace,https://www.oxfordlearnersdictionaries.com/definition/english/grace_1,C1,grace,duyên dáng,noun,/ɡreɪs/,
clumsy,https://www.oxfordlearnersdictionaries.com/definition/english/clumsy,C1,clumsy,hậu đậu,adjective,/ˈklʌmzi/,
languidly,https://www.oxfordlearnersdictionaries.com/definition/english/languidly,C2,languidly,một cách uể oải,adverb,/ˈlæŋɡwɪdli/,
lanky,https://www.oxfordlearnersdictionaries.com/definition/english/lanky,C2,lanky,gầy gò,adjective,/ˈlæŋki/,
light-footed,https://www.oxfordlearnersdictionaries.com/definition/english/light-footed,C2,light-footed,nhẹ nhàng,adjective,/ˌlaɪt ˈfʊtɪd/,
loose-limbed,https://www.oxfordlearnersdictionaries.com/definition/english/loose-limbed,C2,loose-limbed,lỏng lẻo,adjective,/ˌluːs ˈlɪmd/,
posture,https://www.oxfordlearnersdictionaries.com/definition/english/posture_1,C1,posture,tư thế,noun,/ˈpɒstʃə(r)/,
nimble,https://www.oxfordlearnersdictionaries.com/definition/english/nimble,C2,nimble,nhanh nhẹn,adjective,/ˈnɪmbl/,
round-shouldered,https://www.oxfordlearnersdictionaries.com/definition/english/round-shouldered,C2,round-shouldered,vai tròn,adjective,/ˌraʊnd ˈʃəʊldəd/,
lumbering,https://www.oxfordlearnersdictionaries.com/definition/english/lumbering,C2,lumbering,ì ạch,adjective,/ˈlʌmbərɪŋ/,
sit/stand_bolt_upright,https://www.oxfordlearnersdictionaries.com/definition/english/bolt_3,C2,sit/stand bolt upright,ngồi/đứng chốt thẳng đứng,adverb,/bəʊlt/,
slouch,https://www.oxfordlearnersdictionaries.com/definition/english/slouch_1,C2,slouch,đi khập khiễng,verb,/slaʊtʃ/,
slouchy,https://www.oxfordlearnersdictionaries.com/definition/english/slouchy,C2,slouchy,uể oải,adjective,/ˈslaʊtʃi/,
supple,https://www.oxfordlearnersdictionaries.com/definition/english/supple,C2,supple,dẻo dai,adjective,/ˈsʌpl/,
stoop,https://www.oxfordlearnersdictionaries.com/definition/english/stoop_1,C2,stoop,lưng tôm,verb,/stuːp/,
slumped,https://www.oxfordlearnersdictionaries.com/definition/english/slumped,C2,slumped,sụt giảm,adjective,/slʌmpt/,
lithely,https://www.oxfordlearnersdictionaries.com/definition/english/lithely,C2,lithely,uyển chuyển,adverb,/ˈlaɪðli/,
lithe,https://www.oxfordlearnersdictionaries.com/definition/english/lithe,C2,lithe,uyển chuyển,adjective,/laɪð/,
uncoordinated,https://www.oxfordlearnersdictionaries.com/definition/english/uncoordinated,C2,uncoordinated,không phối hợp,adjective,/ˌʌnkəʊˈɔːdɪneɪtɪd/,
ungainly,https://www.oxfordlearnersdictionaries.com/definition/english/ungainly,C2,ungainly,vô duyên,adjective,/ʌnˈɡeɪnli/,
upright,https://www.oxfordlearnersdictionaries.com/definition/english/upright_1,C1,upright,ngay thẳng,adjective,/ˈʌpraɪt/,
stooped,https://www.oxfordlearnersdictionaries.com/definition/english/stooped,C2,stooped,cúi xuống,adjective,/stuːpt/,
