id,url,levels,word,translation,part_of_speech,ipa,audio_link
bobby_pin,https://www.oxfordlearnersdictionaries.com/definition/english/bobby-pin,C2,bobby pin,kẹp tóc,noun,/ˈbɒbi pɪn/,
cravat,https://www.oxfordlearnersdictionaries.com/definition/english/cravat,C2,cravat,cà vạt,noun,/krəˈvæt/,
ascot,https://www.oxfordlearnersdictionaries.com/definition/english/ascot_1,C2,ascot,cà vạt,noun,/ˈæskɒt/,
accessory,https://www.oxfordlearnersdictionaries.com/definition/english/accessory_1,C1,accessory,phụ kiện,noun,/əkˈsesəri/,
badge,https://www.oxfordlearnersdictionaries.com/definition/english/badge,B2,badge,huy hiệu,noun,/bædʒ/,
bandeau,https://www.oxfordlearnersdictionaries.com/definition/english/bandeau,C2,bandeau,băng đô,noun,/ˈbændəʊ/,
barrette,https://www.oxfordlearnersdictionaries.com/definition/english/barrette,C2,barrette,cái kẹp tóc,noun,/bəˈret/,
bag,https://www.oxfordlearnersdictionaries.com/definition/english/bag_1,A1,bag,cái túi,noun,/bæɡ/,
billfold,https://www.oxfordlearnersdictionaries.com/definition/english/billfold,C2,billfold,gấp tiền,noun,/ˈbɪlfəʊld/,
belt,https://www.oxfordlearnersdictionaries.com/definition/english/belt_1,A2,belt,thắt lưng,noun,/belt/,
hairband,https://www.oxfordlearnersdictionaries.com/definition/english/hairband,C2,hairband,dây buộc tóc,noun,/ˈheəbænd/,
feather_boa,https://www.oxfordlearnersdictionaries.com/definition/english/feather-boa,C2,feather boa,boa lông,noun,/ˌfeðə ˈbəʊə/,
hairpin,https://www.oxfordlearnersdictionaries.com/definition/english/hairpin,C2,hairpin,kẹp tóc,noun,/ˈheəpɪn/,
hairnet,https://www.oxfordlearnersdictionaries.com/definition/english/hairnet,C2,hairnet,mạng che tóc,noun,/ˈheənet/,
hairgrip,https://www.oxfordlearnersdictionaries.com/definition/english/hairgrip,C2,hairgrip,kẹp tóc,noun,/ˈheəɡrɪp/,
glass,https://www.oxfordlearnersdictionaries.com/definition/english/glass_1,A1,glass,thủy tinh,noun,/ɡlɑːs/,
handbag,https://www.oxfordlearnersdictionaries.com/definition/english/handbag,A2,handbag,túi xách,noun,/ˈhændbæɡ/,
glove,https://www.oxfordlearnersdictionaries.com/definition/english/glove,B1,glove,găng tay,noun,/ɡlʌv/,
goggles,https://www.oxfordlearnersdictionaries.com/definition/english/goggles,C1,goggles,kính bảo hộ,noun,/ˈɡɒɡlz/,
hairslide,https://www.oxfordlearnersdictionaries.com/definition/english/hairslide,C2,hairslide,trượt tóc,noun,/ˈheəslaɪd/,
scrunchy,https://www.oxfordlearnersdictionaries.com/definition/english/scrunchy,C2,scrunchy,giòn,noun,/ˈskrʌntʃi/,
specs,https://www.oxfordlearnersdictionaries.com/definition/english/specs,A1,specs,thông số kỹ thuật,noun,/speks/,
ribbon,https://www.oxfordlearnersdictionaries.com/definition/english/ribbon,C1,ribbon,ruy-băng,noun,/ˈrɪbən/,
sweatband,https://www.oxfordlearnersdictionaries.com/definition/english/sweatband,C2,sweatband,băng đô,noun,/ˈswetbænd/,
headband,https://www.oxfordlearnersdictionaries.com/definition/english/headband,C2,headband,băng đô,noun,/ˈhedbænd/,
spectacle,https://www.oxfordlearnersdictionaries.com/definition/english/spectacle,C1,spectacle,cảnh tượng,noun,/ˈspektəkl/,
sunglasses,https://www.oxfordlearnersdictionaries.com/definition/english/sunglasses,A2,sunglasses,kính râm,noun,/ˈsʌnɡlɑːsɪz/,
snood,https://www.oxfordlearnersdictionaries.com/definition/english/snood,C2,snood,ngáy,noun,/snuːd/,
purse,https://www.oxfordlearnersdictionaries.com/definition/english/purse_1,A2,purse,cái ví,noun,/pɜːs/,
wallet,https://www.oxfordlearnersdictionaries.com/definition/english/wallet,A2,wallet,cái ví,noun,/ˈwɒlɪt/,
watch,https://www.oxfordlearnersdictionaries.com/definition/english/watch_2,A1,watch,đồng hồ,noun,/wɒtʃ/,
wig,https://www.oxfordlearnersdictionaries.com/definition/english/wig_1,C1,wig,tóc giả,noun,/wɪɡ/,
