id,url,levels,word,translation,part_of_speech,ipa,audio_link
besotted,https://www.oxfordlearnersdictionaries.com/definition/english/besotted,C2,besotted,bị mê hoặc,adjective,/bɪˈsɒtɪd/,
affectionate,https://www.oxfordlearnersdictionaries.com/definition/english/affectionate,C1,affectionate,trìu mến,adjective,/əˈfekʃənət/,
attraction,https://www.oxfordlearnersdictionaries.com/definition/english/attraction,B1,attraction,sự thu hút,noun,/əˈtrækʃn/,
amour,https://www.oxfordlearnersdictionaries.com/definition/english/amour,C2,amour,tình yêu,noun,/əˈmʊə(r)/,
adore,https://www.oxfordlearnersdictionaries.com/definition/english/adore,B2,adore,ngưỡng mộ,verb,/əˈdɔː(r)/,
adoration,https://www.oxfordlearnersdictionaries.com/definition/english/adoration,C2,adoration,sự tôn thờ,noun,/ˌædəˈreɪʃn/,
adoring,https://www.oxfordlearnersdictionaries.com/definition/english/adoring,C2,adoring,ngưỡng mộ,adjective,/əˈdɔːrɪŋ/,
amorous,https://www.oxfordlearnersdictionaries.com/definition/english/amorous,C2,amorous,ham mê,adjective,/ˈæmərəs/,
affection,https://www.oxfordlearnersdictionaries.com/definition/english/affection,C1,affection,sự yêu mến,noun,/əˈfekʃn/,
ardour,https://www.oxfordlearnersdictionaries.com/definition/english/ardour,C2,ardour,nhiệt tình,noun,/ˈɑːdə(r)/,
devoted,https://www.oxfordlearnersdictionaries.com/definition/english/devoted,C1,devoted,tận tâm,adjective,/dɪˈvəʊtɪd/,
fall_for,https://www.oxfordlearnersdictionaries.com/definition/english/fall-for,C1,fall for,yêu,phrasal verb,,
doting,https://www.oxfordlearnersdictionaries.com/definition/english/doting,C2,doting,chấm,adjective,/ˈdəʊtɪŋ/,
devotion,https://www.oxfordlearnersdictionaries.com/definition/english/devotion,C1,devotion,sự tận tâm,noun,/dɪˈvəʊʃn/,
desire,https://www.oxfordlearnersdictionaries.com/definition/english/desire_1,B2,desire,sự mong muốn,noun,/dɪˈzaɪə(r)/,
carry_a_torch_for_somebody,https://www.oxfordlearnersdictionaries.com/definition/english/carry_1,C2,carry a torch for somebody,mang theo ngọn đuốc cho ai,verb,/ˈkæri/,
dote_on,https://www.oxfordlearnersdictionaries.com/definition/english/dote-on,C2,dote on,say mê,phrasal verb,,
enamoured,https://www.oxfordlearnersdictionaries.com/definition/english/enamoured,C2,enamoured,say mê,adjective,/ɪˈnæməd/,
care,https://www.oxfordlearnersdictionaries.com/definition/english/care_2,A2,care,quan tâm,verb,/keə(r)/,
fancy,https://www.oxfordlearnersdictionaries.com/definition/english/fancy_1,B1,fancy,si mê,verb,/ˈfænsi/,
fond,https://www.oxfordlearnersdictionaries.com/definition/english/fond,C1,fond,ngây thơ,adjective,/fɒnd/,
dote_upon,https://www.oxfordlearnersdictionaries.com/definition/english/dote-upon,C2,dote upon,yêu mến,phrasal verb,,
get/have_the_hots_for_somebody,https://www.oxfordlearnersdictionaries.com/definition/english/hots,C2,get/have the hots for somebody,nhận được/có sự hấp dẫn đối với ai đó,noun,/hɒts/,
idol,https://www.oxfordlearnersdictionaries.com/definition/english/idol,C1,idol,thần tượng,noun,/ˈaɪdl/,
have_a_thing_for_somebody/something,https://www.oxfordlearnersdictionaries.com/definition/english/thing,C2,have a thing for somebody/something,có thứ gì đó cho ai/cái gì,noun,/θɪŋ/,
give_your_heart_to_somebody,https://www.oxfordlearnersdictionaries.com/definition/english/heart_1,C2,give your heart to somebody,trao trái tim của bạn cho ai đó,noun,/hɑːt/,
have_got_it_bad,https://www.oxfordlearnersdictionaries.com/definition/english/bad_1,C2,have got it bad,mọi việc đã trở nên tồi tệ,adjective,/bæd/,
heart,https://www.oxfordlearnersdictionaries.com/definition/english/heart_1,B1,heart,trái tim,noun,/hɑːt/,
idolatry,https://www.oxfordlearnersdictionaries.com/definition/english/idolatry,C2,idolatry,sự thờ hình tượng,noun,/aɪˈdɒlətri/,
head_over_heels_in_love,https://www.oxfordlearnersdictionaries.com/definition/english/head_1,C2,head over heels in love,yêu say đắm,noun,/hed/,
infatuated,https://www.oxfordlearnersdictionaries.com/definition/english/infatuated,C2,infatuated,say mê,adjective,/ɪnˈfætʃueɪtɪd/,
idolize,https://www.oxfordlearnersdictionaries.com/definition/english/idolize,C2,idolize,tôn thờ,verb,/ˈaɪdəlaɪz/,
longing,https://www.oxfordlearnersdictionaries.com/definition/english/longing_1,C2,longing,khao khát,noun,/ˈlɒŋɪŋ/,
infatuation,https://www.oxfordlearnersdictionaries.com/definition/english/infatuation,C2,infatuation,say mê,noun,/ɪnˌfætʃuˈeɪʃn/,
lovable,https://www.oxfordlearnersdictionaries.com/definition/english/lovable,C1,lovable,đáng yêu,adjective,/ˈlʌvəbl/,
idolatrous,https://www.oxfordlearnersdictionaries.com/definition/english/idolatrous,C2,idolatrous,sùng bái thần tượng,adjective,/aɪˈdɒlətrəs/,
love,https://www.oxfordlearnersdictionaries.com/definition/english/love_2,A1,love,yêu,verb,/lʌv/,
love,https://www.oxfordlearnersdictionaries.com/definition/english/love_1,A1,love,yêu,noun,/lʌv/,
lose_your_heart_(to_somebody/something),https://www.oxfordlearnersdictionaries.com/definition/english/heart_1,C2,lose your heart (to somebody/something),đánh mất trái tim của bạn (với ai/cái gì),noun,/hɑːt/,
lovesick,https://www.oxfordlearnersdictionaries.com/definition/english/lovesick,C2,lovesick,tương tư,adjective,/ˈlʌvsɪk/,
lovey-dovey,https://www.oxfordlearnersdictionaries.com/definition/english/lovey-dovey,C2,lovey-dovey,đáng yêu,adjective,/ˌlʌvi ˈdʌvi/,
loved-up,https://www.oxfordlearnersdictionaries.com/definition/english/loved-up,C2,loved-up,người yêu,adjective,/ˌlʌvd ˈʌp/,
melting,https://www.oxfordlearnersdictionaries.com/definition/english/melting,C2,melting,tan chảy,adjective,/ˈmeltɪŋ/,
loving,https://www.oxfordlearnersdictionaries.com/definition/english/loving,C1,loving,yêu thương,adjective,/ˈlʌvɪŋ/,
lust,https://www.oxfordlearnersdictionaries.com/definition/english/lust_1,C2,lust,dục vọng,noun,/lʌst/,
overprotective,https://www.oxfordlearnersdictionaries.com/definition/english/overprotective,C2,overprotective,bảo vệ quá mức,adjective,/ˌəʊvəprəˈtektɪv/,
nuts,https://www.oxfordlearnersdictionaries.com/definition/english/nuts,C2,nuts,quả hạch,adjective,/nʌts/,
passion,https://www.oxfordlearnersdictionaries.com/definition/english/passion,B1,passion,niềm đam mê,noun,/ˈpæʃn/,
moonstruck,https://www.oxfordlearnersdictionaries.com/definition/english/moonstruck,C2,moonstruck,kinh ngạc,adjective,/ˈmuːnstrʌk/,
passionate,https://www.oxfordlearnersdictionaries.com/definition/english/passionate,B2,passionate,say đắm,adjective,/ˈpæʃənət/,
protective,https://www.oxfordlearnersdictionaries.com/definition/english/protective,C1,protective,bảo vệ,adjective,/prəˈtektɪv/,
lurve,https://www.oxfordlearnersdictionaries.com/definition/english/lurve,C2,lurve,luẩn quẩn,noun,/lɜːv/,
"pull,_tug,_etc._at_somebody's_heartstrings",https://www.oxfordlearnersdictionaries.com/definition/english/heartstrings,C2,"pull, tug, etc. at somebody's heartstrings","kéo, giật, v.v... vào nhịp tim của ai đó",noun,/ˈhɑːtstrɪŋz/,
puppy_love,https://www.oxfordlearnersdictionaries.com/definition/english/puppy-love,C2,puppy love,tình yêu cún con,noun,/ˈpʌpi lʌv/,
requite,https://www.oxfordlearnersdictionaries.com/definition/english/requite,C2,requite,báo đáp,verb,/rɪˈkwaɪt/,
sentimental,https://www.oxfordlearnersdictionaries.com/definition/english/sentimental,C1,sentimental,đa cảm,adjective,/ˌsentɪˈmentl/,
soulful,https://www.oxfordlearnersdictionaries.com/definition/english/soulful,C2,soulful,có hồn,adjective,/ˈsəʊlfl/,
smitten,https://www.oxfordlearnersdictionaries.com/definition/english/smitten_1,C2,smitten,say mê,adjective,/ˈsmɪtn/,
string_along,https://www.oxfordlearnersdictionaries.com/definition/english/string-along,C2,string along,xâu chuỗi theo,phrasal verb,,
woo,https://www.oxfordlearnersdictionaries.com/definition/english/woo,C2,woo,ôi,verb,/wuː/,
worship,https://www.oxfordlearnersdictionaries.com/definition/english/worship_1,C1,worship,tôn thờ,noun,/ˈwɜːʃɪp/,
worship,https://www.oxfordlearnersdictionaries.com/definition/english/worship_2,C1,worship,tôn thờ,verb,/ˈwɜːʃɪp/,
steal_somebody’s_heart,https://www.oxfordlearnersdictionaries.com/definition/english/steal_1,C2,steal somebody’s heart,đánh cắp trái tim của ai đó,verb,/stiːl/,
sweep_somebody_off_their_feet,https://www.oxfordlearnersdictionaries.com/definition/english/sweep_1,C2,sweep somebody off their feet,quét sạch ai đó khỏi chân họ,verb,/swiːp/,
torrid,https://www.oxfordlearnersdictionaries.com/definition/english/torrid,C2,torrid,nóng nực,adjective,/ˈtɒrɪd/,
swoon,https://www.oxfordlearnersdictionaries.com/definition/english/swoon_1,C2,swoon,ngất đi,verb,/swuːn/,
win_somebody’s_heart,https://www.oxfordlearnersdictionaries.com/definition/english/win_1,C2,win somebody’s heart,chiếm được trái tim của ai đó,verb,/wɪn/,
