id,url,levels,word,translation,part_of_speech,ipa,audio_link
drab,https://www.oxfordlearnersdictionaries.com/definition/english/drab,C2,drab,buồn tẻ,adjective,/dræb/,
disinterested,https://www.oxfordlearnersdictionaries.com/definition/english/disinterested,C2,disinterested,vô tư,adjective,/dɪsˈɪntrəstɪd/,
bore,https://www.oxfordlearnersdictionaries.com/definition/english/bore_1,C1,bore,khoan,verb,/bɔː(r)/,
apathy,https://www.oxfordlearnersdictionaries.com/definition/english/apathy,C2,apathy,thờ ơ,noun,/ˈæpəθi/,
bored,https://www.oxfordlearnersdictionaries.com/definition/english/bored,A1,bored,chán,adjective,/bɔːd/,
bore,https://www.oxfordlearnersdictionaries.com/definition/english/bore_2,C1,bore,khoan,noun,/bɔː(r)/,
drag,https://www.oxfordlearnersdictionaries.com/definition/english/drag_2,C2,drag,lôi kéo,noun,/dræɡ/,
brain-dead,https://www.oxfordlearnersdictionaries.com/definition/english/brain-dead,C2,brain-dead,chết não,adjective,/ˈbreɪn ded/,
cool,https://www.oxfordlearnersdictionaries.com/definition/english/cool_1,B2,cool,mát mẻ,adjective,/kuːl/,
boredom,https://www.oxfordlearnersdictionaries.com/definition/english/boredom,B2,boredom,sự buồn chán,noun,/ˈbɔːdəm/,
humdrum,https://www.oxfordlearnersdictionaries.com/definition/english/humdrum,C2,humdrum,buồn tẻ,adjective,/ˈhʌmdrʌm/,
glaze,https://www.oxfordlearnersdictionaries.com/definition/english/glaze_1,C2,glaze,tráng men,verb,/ɡleɪz/,
dull,https://www.oxfordlearnersdictionaries.com/definition/english/dull_1,B2,dull,đần độn,adjective,/dʌl/,
harp_on,https://www.oxfordlearnersdictionaries.com/definition/english/harp-on,C2,harp on,chơi đàn hạc,phrasal verb,,
monotony,https://www.oxfordlearnersdictionaries.com/definition/english/monotony,C2,monotony,sự đơn điệu,noun,/məˈnɒtəni/,
go_on,https://www.oxfordlearnersdictionaries.com/definition/english/go-on,C1,go on,tiếp tục,phrasal verb,,
monotonous,https://www.oxfordlearnersdictionaries.com/definition/english/monotonous,C1,monotonous,đơn điệu,adjective,/məˈnɒtənəs/,
ponderous,https://www.oxfordlearnersdictionaries.com/definition/english/ponderous,C2,ponderous,nặng nề,adjective,/ˈpɒndərəs/,
mind-numbing,https://www.oxfordlearnersdictionaries.com/definition/english/mind-numbing,C2,mind-numbing,làm tê liệt tâm trí,adjective,/ˈmaɪnd nʌmɪŋ/,
lukewarm,https://www.oxfordlearnersdictionaries.com/definition/english/lukewarm,C2,lukewarm,ấm áp,adjective,/ˌluːkˈwɔːm/,
predictable,https://www.oxfordlearnersdictionaries.com/definition/english/predictable,C1,predictable,có thể dự đoán được,adjective,/prɪˈdɪktəbl/,
repetitive,https://www.oxfordlearnersdictionaries.com/definition/english/repetitive,B2,repetitive,lặp đi lặp lại,adjective,/rɪˈpetətɪv/,
staid,https://www.oxfordlearnersdictionaries.com/definition/english/staid,C2,staid,nghiêm trang,adjective,/steɪd/,
routine,https://www.oxfordlearnersdictionaries.com/definition/english/routine_2,B2,routine,lịch trình,adjective,/ruːˈtiːn/,
routine,https://www.oxfordlearnersdictionaries.com/definition/english/routine_1,B1,routine,lịch trình,noun,/ruːˈtiːn/,
square,https://www.oxfordlearnersdictionaries.com/definition/english/square_1,C2,square,quảng trường,adjective,/skweə(r)/,
stuffy,https://www.oxfordlearnersdictionaries.com/definition/english/stuffy,C2,stuffy,ngột ngạt,adjective,/ˈstʌfi/,
suburban,https://www.oxfordlearnersdictionaries.com/definition/english/suburban,C2,suburban,ngoại ô,adjective,/səˈbɜːbən/,
unconcerned,https://www.oxfordlearnersdictionaries.com/definition/english/unconcerned,C1,unconcerned,không quan tâm,adjective,/ˌʌnkənˈsɜːnd/,
rut,https://www.oxfordlearnersdictionaries.com/definition/english/rut,C2,rut,vết mòn,noun,/rʌt/,
uninterested,https://www.oxfordlearnersdictionaries.com/definition/english/uninterested,B2,uninterested,không quan tâm,adjective,/ʌnˈɪntrəstɪd/,
