id,url,levels,word,translation,part_of_speech,ipa,audio_link
approach,https://www.oxfordlearnersdictionaries.com/definition/english/approach_2,B2,approach,tiếp cận,verb,/əˈprəʊtʃ/,
acquisition,https://www.oxfordlearnersdictionaries.com/definition/english/acquisition,C1,acquisition,sự mua lại,noun,/ˌækwɪˈzɪʃn/,
bid,https://www.oxfordlearnersdictionaries.com/definition/english/bid1_1,B2,bid,giá thầu,noun,/bɪd/,
broker,https://www.oxfordlearnersdictionaries.com/definition/english/broker_1,C2,broker,người môi giới,noun,/ˈbrəʊkə(r)/,
accept,https://www.oxfordlearnersdictionaries.com/definition/english/accept,A2,accept,chấp nhận,verb,/əkˈsept/,
bargaining_power,https://www.oxfordlearnersdictionaries.com/definition/english/bargaining-power,C1,bargaining power,khả năng thương lượng,noun,/ˈbɑːɡənɪŋ paʊə(r)/,
agreement,https://www.oxfordlearnersdictionaries.com/definition/english/agreement,B1,agreement,hiệp định,noun,/əˈɡriːmənt/,
bid,https://www.oxfordlearnersdictionaries.com/definition/english/bid1_2,B2,bid,giá thầu,verb,/bɪd/,
blank_check_company,https://www.oxfordlearnersdictionaries.com/definition/english/blank-check-company,C2,blank check company,công ty séc trống,noun,/ˌblæŋk ˈtʃek kʌmpəni/,
broker,https://www.oxfordlearnersdictionaries.com/definition/english/broker_2,C2,broker,người môi giới,verb,/ˈbrəʊkə(r)/,
buyout,https://www.oxfordlearnersdictionaries.com/definition/english/buyout,C2,buyout,mua lại,noun,/ˈbaɪaʊt/,
close,https://www.oxfordlearnersdictionaries.com/definition/english/close1_1,C1,close,đóng,verb,/kləʊz/,
deal,https://www.oxfordlearnersdictionaries.com/definition/english/deal_2,B1,deal,thỏa thuận,noun,/diːl/,
draft,https://www.oxfordlearnersdictionaries.com/definition/english/draft_1,B2,draft,bản nháp,noun,/drɑːft/,
dealing,https://www.oxfordlearnersdictionaries.com/definition/english/dealing,C1,dealing,giao dịch,noun,/ˈdiːlɪŋ/,
draft,https://www.oxfordlearnersdictionaries.com/definition/english/draft_2,B2,draft,bản nháp,verb,/drɑːft/,
contract,https://www.oxfordlearnersdictionaries.com/definition/english/contract_1,B2,contract,hợp đồng,noun,/ˈkɒntrækt/,
due_diligence,https://www.oxfordlearnersdictionaries.com/definition/english/due-diligence,C2,due diligence,sự thẩm định,noun,/ˌdjuː ˈdɪlɪdʒəns/,
bring_something_to_the_party/table,https://www.oxfordlearnersdictionaries.com/definition/english/table_1,C2,bring something to the party/table,mang cái gì đó đến bữa tiệc/bàn ăn,noun,/ˈteɪbl/,
fall_through,https://www.oxfordlearnersdictionaries.com/definition/english/fall-through,C2,fall through,rơi qua,phrasal verb,,
hardball,https://www.oxfordlearnersdictionaries.com/definition/english/hardball,C2,hardball,quả bóng cứng,noun,/ˈhɑːdbɔːl/,
horse-trading,https://www.oxfordlearnersdictionaries.com/definition/english/horse-trading,C2,horse-trading,buôn bán ngựa,noun,/ˈhɔːs treɪdɪŋ/,
meeting,https://www.oxfordlearnersdictionaries.com/definition/english/meeting,A1,meeting,cuộc họp,noun,/ˈmiːtɪŋ/,
leverage,https://www.oxfordlearnersdictionaries.com/definition/english/leverage_1,C2,leverage,đòn bẩy,noun,/ˈliːvərɪdʒ/,
lead,https://www.oxfordlearnersdictionaries.com/definition/english/lead1_2,C2,lead,chỉ huy,noun,/liːd/,
hostile,https://www.oxfordlearnersdictionaries.com/definition/english/hostile,C2,hostile,thù địch,adjective,/ˈhɒstaɪl/,
ink,https://www.oxfordlearnersdictionaries.com/definition/english/ink_2,C2,ink,mực,verb,/ɪŋk/,
merger,https://www.oxfordlearnersdictionaries.com/definition/english/merger,C1,merger,sáp nhập,noun,/ˈmɜːdʒə(r)/,
merge,https://www.oxfordlearnersdictionaries.com/definition/english/merge,C1,merge,hợp nhất,verb,/mɜːdʒ/,
negotiate,https://www.oxfordlearnersdictionaries.com/definition/english/negotiate,B2,negotiate,thương lượng,verb,/nɪˈɡəʊʃieɪt/,
offer,https://www.oxfordlearnersdictionaries.com/definition/english/offer_2,A2,offer,lời đề nghị,noun,/ˈɒfə(r)/,
negotiation,https://www.oxfordlearnersdictionaries.com/definition/english/negotiation,B2,negotiation,đàm phán,noun,/nɪˌɡəʊʃiˈeɪʃn/,
proposal,https://www.oxfordlearnersdictionaries.com/definition/english/proposal,B2,proposal,đề xuất,noun,/prəˈpəʊzl/,
pressure,https://www.oxfordlearnersdictionaries.com/definition/english/pressure_1,B1,pressure,áp lực,noun,/ˈpreʃə(r)/,
pull_out,https://www.oxfordlearnersdictionaries.com/definition/english/pull-out_2,C2,pull out,kéo ra,phrasal verb,,
schedule,https://www.oxfordlearnersdictionaries.com/definition/english/schedule_2,B2,schedule,lịch trình,verb,/ˈʃedjuːl/,
reject,https://www.oxfordlearnersdictionaries.com/definition/english/reject_1,B1,reject,từ chối,verb,/rɪˈdʒekt/,
on_the_market,https://www.oxfordlearnersdictionaries.com/definition/english/market_1,C1,on the market,trên thị trường,noun,/ˈmɑːkɪt/,
pull_the_plug_on_somebody/something,https://www.oxfordlearnersdictionaries.com/definition/english/pull_1,C2,pull the plug on somebody/something,rút phích cắm của ai/cái gì đó,verb,/pʊl/,
shell_company,https://www.oxfordlearnersdictionaries.com/definition/english/shell-company,C2,shell company,công ty vỏ bọc,noun,/ˈʃel kʌmpəni/,
spac,https://www.oxfordlearnersdictionaries.com/definition/english/spac,C2,SPAC,SPAC,noun,/spæk/,
take_over,https://www.oxfordlearnersdictionaries.com/definition/english/take-over,C1,take over,tiếp quản,phrasal verb,,
takeover,https://www.oxfordlearnersdictionaries.com/definition/english/takeover,C2,takeover,tiếp quản,noun,/ˈteɪkəʊvə(r)/,
terms_and_conditions,https://www.oxfordlearnersdictionaries.com/definition/english/terms-and-conditions,C1,terms and conditions,điều khoản và điều kiện,noun,/ˌtɜːmz ən kənˈdɪʃnz/,
ts_and_cs,https://www.oxfordlearnersdictionaries.com/definition/english/ts-and-cs,C2,Ts and Cs,T và C,noun,/ˌtiːz ən ˈsiːz/,
trade_in,https://www.oxfordlearnersdictionaries.com/definition/english/trade-in_1,C2,trade in,buôn bán,phrasal verb,,
