id,url,levels,word,translation,part_of_speech,ipa,audio_link
blood_test,https://www.oxfordlearnersdictionaries.com/definition/english/blood-test,B1,blood test,xét nghiệm máu,noun,/ˈblʌd test/,
blood_type,https://www.oxfordlearnersdictionaries.com/definition/english/blood-type,C1,blood type,nhóm máu,noun,/ˈblʌd taɪp/,
blood_group,https://www.oxfordlearnersdictionaries.com/definition/english/blood-group,C1,blood group,nhóm máu,noun,/ˈblʌd ɡruːp/,
check-up,https://www.oxfordlearnersdictionaries.com/definition/english/check-up,B2,check-up,kiểm tra,noun,/ˈtʃek ʌp/,
diagnose,https://www.oxfordlearnersdictionaries.com/definition/english/diagnose,C1,diagnose,chẩn đoán,verb,/ˈdaɪəɡnəʊz/,
biopsy,https://www.oxfordlearnersdictionaries.com/definition/english/biopsy,C2,biopsy,sinh thiết,noun,/ˈbaɪɒpsi/,
barium_meal,https://www.oxfordlearnersdictionaries.com/definition/english/barium-meal,C2,barium meal,bữa ăn bari,noun,/ˌbeəriəm ˈmiːl/,
angiography,https://www.oxfordlearnersdictionaries.com/definition/english/angiography,C2,angiography,chụp động mạch,noun,/ˌændʒiˈɒɡrəfi/,
cat_scan,https://www.oxfordlearnersdictionaries.com/definition/english/cat-scan,C2,CAT scan,Quét CAT,noun,/ˈkæt skæn/,
angiogram,https://www.oxfordlearnersdictionaries.com/definition/english/angiogram,C2,angiogram,chụp động mạch,noun,/ˈændʒiəʊɡræm/,
diagnostic,https://www.oxfordlearnersdictionaries.com/definition/english/diagnostic_1,C2,diagnostic,chẩn đoán,adjective,/ˌdaɪəɡˈnɒstɪk/,
examination,https://www.oxfordlearnersdictionaries.com/definition/english/examination,B2,examination,bài kiểm tra,noun,/ɪɡˌzæmɪˈneɪʃn/,
diagnosis,https://www.oxfordlearnersdictionaries.com/definition/english/diagnosis,C1,diagnosis,chẩn đoán,noun,/ˌdaɪəɡˈnəʊsɪs/,
echocardiogram,https://www.oxfordlearnersdictionaries.com/definition/english/echocardiogram,C2,echocardiogram,siêu âm tim,noun,/ˌekəʊˈkɑːdiəʊɡræm/,
examine,https://www.oxfordlearnersdictionaries.com/definition/english/examine,B1,examine,nghiên cứu,verb,/ɪɡˈzæmɪn/,
health_check,https://www.oxfordlearnersdictionaries.com/definition/english/health-check,B1,health check,kiểm tra sức khỏe,noun,/ˈhelθ tʃek/,
mri,https://www.oxfordlearnersdictionaries.com/definition/english/mri,C2,MRI,MRI,noun,/ˌem ɑːr ˈaɪ/,
medical,https://www.oxfordlearnersdictionaries.com/definition/english/medical_2,B2,medical,thuộc về y học,noun,/ˈmedɪkl/,
health_screening,https://www.oxfordlearnersdictionaries.com/definition/english/health-screening,C2,health screening,khám sức khỏe,noun,/ˈhelθ skriːnɪŋ/,
echocardiography,https://www.oxfordlearnersdictionaries.com/definition/english/echocardiography,C2,echocardiography,siêu âm tim,noun,/ˌekəʊˌkɑːdiˈɒɡrəfi/,
sample,https://www.oxfordlearnersdictionaries.com/definition/english/sample_1,B2,sample,vật mẫu,noun,/ˈsɑːmpl/,
scan,https://www.oxfordlearnersdictionaries.com/definition/english/scan_2,B2,scan,quét,noun,/skæn/,
scan,https://www.oxfordlearnersdictionaries.com/definition/english/scan_1,B2,scan,quét,verb,/skæn/,
prognosis,https://www.oxfordlearnersdictionaries.com/definition/english/prognosis,C2,prognosis,tiên lượng,noun,/prɒɡˈnəʊsɪs/,
specimen,https://www.oxfordlearnersdictionaries.com/definition/english/specimen,C1,specimen,mẫu vật,noun,/ˈspesɪmən/,
stool,https://www.oxfordlearnersdictionaries.com/definition/english/stool,C2,stool,ghế đẩu,noun,/stuːl/,
test,https://www.oxfordlearnersdictionaries.com/definition/english/test_2,A2,test,Bài kiểm tra,verb,/test/,
test,https://www.oxfordlearnersdictionaries.com/definition/english/test_1,A2,test,Bài kiểm tra,noun,/test/,
probe,https://www.oxfordlearnersdictionaries.com/definition/english/probe_2,C2,probe,thăm dò,verb,/prəʊb/,
screen,https://www.oxfordlearnersdictionaries.com/definition/english/screen_1,C2,screen,màn hình,noun,/skriːn/,
x-ray,https://www.oxfordlearnersdictionaries.com/definition/english/x-ray_2,B2,X-ray,tia X,noun,/ˈeks reɪ/,
ultrasound,https://www.oxfordlearnersdictionaries.com/definition/english/ultrasound,C2,ultrasound,siêu âm,noun,/ˈʌltrəsaʊnd/,
x-ray,https://www.oxfordlearnersdictionaries.com/definition/english/x-ray_1,B2,X-ray,tia X,verb,/ˈeks reɪ/,
