id,url,levels,word,translation,part_of_speech,ipa,audio_link
asd,https://www.oxfordlearnersdictionaries.com/definition/english/asd,C2,ASD,ASD,noun,/ˌeɪ es ˈdiː/,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/a/asd/asd_1/asd_1_gb_1.mp3
autism_spectrum_disorder,https://www.oxfordlearnersdictionaries.com/definition/english/autism-spectrum-disorder,C2,autism spectrum disorder,rối loạn phổ tự kỷ,noun,/ˌɔːtɪzəm ˈspektrəm dɪsɔːdə(r)/,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/a/aut/autis/autism_spectrum_disorder_1_gb_1.mp3
blindness,https://www.oxfordlearnersdictionaries.com/definition/english/blindness,B2,blindness,mù lòa,noun,/ˈblaɪndnəs/,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/b/bli/blind/blindness__gb_1.mp3
blind,https://www.oxfordlearnersdictionaries.com/definition/english/blind_1,B2,blind,mù,adjective,/blaɪnd/,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/b/bli/blind/blind__gb_11.mp3
autism,https://www.oxfordlearnersdictionaries.com/definition/english/autism,C1,autism,bệnh tự kỷ,noun,/ˈɔːtɪzəm/,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/a/aut/autis/autism__gb_1.mp3
autistic,https://www.oxfordlearnersdictionaries.com/definition/english/autistic,C1,autistic,tự kỷ,adjective,/ɔːˈtɪstɪk/,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/a/aut/autis/autistic__gb_1.mp3
brain_damage,https://www.oxfordlearnersdictionaries.com/definition/english/brain-damage,C2,brain damage,tổn thương não,noun,/ˈbreɪn dæmɪdʒ/,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/b/bra/brain/brain_damage_1_gb_1.mp3
asperger’s_syndrome,https://www.oxfordlearnersdictionaries.com/definition/english/asperger-s-syndrome,C2,Asperger’s syndrome,hội chứng Asperger,noun,/ˈæspɜːɡəz sɪndrəʊm/,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/a/asp/asper/asperger_s_syndrome_1_gb_1.mp3
alexia,https://www.oxfordlearnersdictionaries.com/definition/english/alexia,C2,alexia,Alexia,noun,/əˈleksiə/,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/a/ale/alexi/alexia__gb_1.mp3
cerebral_palsy,https://www.oxfordlearnersdictionaries.com/definition/english/cerebral-palsy,C2,cerebral palsy,bại não,noun,/ˌserəbrəl ˈpɔːlzi/,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/c/cer/cereb/cerebral_palsy_1_gb_1.mp3
