id,url,levels,word,translation,part_of_speech,ipa,audio_link
brook,https://www.oxfordlearnersdictionaries.com/definition/english/brook_1,C2,brook,dòng suối,noun,/brʊk/,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/b/bro/brook/brook__gb_1.mp3
dam,https://www.oxfordlearnersdictionaries.com/definition/english/dam_1,C1,dam,con đập,noun,/dæm/,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/d/dam/dam__/dam__gb_1.mp3
culvert,https://www.oxfordlearnersdictionaries.com/definition/english/culvert,C2,culvert,cống nước,noun,/ˈkʌlvət/,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/c/cul/culve/culvert__gb_1.mp3
current,https://www.oxfordlearnersdictionaries.com/definition/english/current_2,B2,current,hiện hành,noun,/ˈkʌrənt/,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/c/cur/curre/current__gb_4.mp3
canal,https://www.oxfordlearnersdictionaries.com/definition/english/canal,B2,canal,con kênh,noun,/kəˈnæl/,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/c/can/canal/canal__gb_1.mp3
course,https://www.oxfordlearnersdictionaries.com/definition/english/course_1,B2,course,khóa học,noun,/kɔːs/,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/c/cou/cours/course__gb_2.mp3
bridge,https://www.oxfordlearnersdictionaries.com/definition/english/bridge_1,A2,bridge,cầu,noun,/brɪdʒ/,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/b/bri/bridg/bridge__gb_3.mp3
cascade,https://www.oxfordlearnersdictionaries.com/definition/english/cascade_1,C2,cascade,thác nước,noun,/kæˈskeɪd/,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/c/cas/casca/cascade__gb_4.mp3
burn,https://www.oxfordlearnersdictionaries.com/definition/english/burn_2,C2,burn,đốt cháy,noun,/bɜːn/,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/b/bur/burn_/burn__gb_2.mp3
deposit,https://www.oxfordlearnersdictionaries.com/definition/english/deposit_2,C2,deposit,tiền gửi,verb,/dɪˈpɒzɪt/,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/d/dep/depos/deposit__gb_1.mp3
downriver,https://www.oxfordlearnersdictionaries.com/definition/english/downriver,C1,downriver,hạ lưu,adverb,/ˌdaʊnˈrɪvə(r)/,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/d/dow/downr/downriver__gb_3.mp3
delta,https://www.oxfordlearnersdictionaries.com/definition/english/delta_1,C2,delta,đồng bằng,noun,/ˈdeltə/,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/d/del/delta/delta__gb_2.mp3
estuary,https://www.oxfordlearnersdictionaries.com/definition/english/estuary,C1,estuary,cửa sông,noun,/ˈestʃuəri/,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/est/estua/estuary__gb_1.mp3
downstream,https://www.oxfordlearnersdictionaries.com/definition/english/downstream_1,C1,downstream,xuôi dòng,adverb,/ˌdaʊnˈstriːm/,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/d/dow/downs/downstream__gb_4.mp3
deposit,https://www.oxfordlearnersdictionaries.com/definition/english/deposit_1,C1,deposit,tiền gửi,noun,/dɪˈpɒzɪt/,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/d/dep/depos/deposit__gb_1.mp3
flood,https://www.oxfordlearnersdictionaries.com/definition/english/flood_2,B1,flood,lụt,verb,/flʌd/,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/f/flo/flood/flood__gb_2.mp3
downstream,https://www.oxfordlearnersdictionaries.com/definition/english/downstream_2,C1,downstream,xuôi dòng,adjective,/ˌdaʊnˈstriːm/,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/d/dow/downs/downstream__gb_4.mp3
eddy,https://www.oxfordlearnersdictionaries.com/definition/english/eddy_1,C2,eddy,xoáy nước,noun,/ˈedi/,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/edd/eddy_/eddy__gb_1.mp3
channel,https://www.oxfordlearnersdictionaries.com/definition/english/channel_1,B2,channel,kênh,noun,/ˈtʃænl/,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/c/cha/chann/channel__gb_2.mp3
