id,url,levels,word,translation,part_of_speech,ipa,audio_link
back_order,https://www.oxfordlearnersdictionaries.com/definition/english/back-order_1,C2,back order,đặt hàng lại,noun,/ˈbæk ɔːdə(r)/,
buyer,https://www.oxfordlearnersdictionaries.com/definition/english/buyer,B1,buyer,người mua,noun,/ˈbaɪə(r)/,
billing,https://www.oxfordlearnersdictionaries.com/definition/english/billing,C2,billing,thanh toán,noun,/ˈbɪlɪŋ/,
bid,https://www.oxfordlearnersdictionaries.com/definition/english/bid1_2,B2,bid,giá thầu,verb,/bɪd/,
bid,https://www.oxfordlearnersdictionaries.com/definition/english/bid1_1,B2,bid,giá thầu,noun,/bɪd/,
comparison_site,https://www.oxfordlearnersdictionaries.com/definition/english/comparison-site,C1,comparison site,trang web so sánh,noun,/kəmˈpærɪsn saɪt/,
click_and_collect,https://www.oxfordlearnersdictionaries.com/definition/english/click-and-collect,C1,click and collect,nhấp chuột và thu thập,noun,/ˌklɪk ən kəˈlekt/,
comparison_shopping,https://www.oxfordlearnersdictionaries.com/definition/english/comparison-shopping,C1,comparison shopping,so sánh mua sắm,noun,/kəmˈpærɪsn ʃɒpɪŋ/,
back-order,https://www.oxfordlearnersdictionaries.com/definition/english/back-order_2,C2,back-order,đặt hàng lại,verb,/ˈbæk ɔːdə(r)/,
comparison-shop,https://www.oxfordlearnersdictionaries.com/definition/english/comparison-shop,C1,comparison-shop,cửa hàng so sánh,verb,/kəmˈpærɪsn ʃɒp/,
condition,https://www.oxfordlearnersdictionaries.com/definition/english/condition_1,A2,condition,tình trạng,noun,/kənˈdɪʃn/,
deliver,https://www.oxfordlearnersdictionaries.com/definition/english/deliver,B1,deliver,giao,verb,/dɪˈlɪvə(r)/,
delivery,https://www.oxfordlearnersdictionaries.com/definition/english/delivery,B2,delivery,vận chuyển,noun,/dɪˈlɪvəri/,
download,https://www.oxfordlearnersdictionaries.com/definition/english/download_1,A2,download,tải về,verb,/ˌdaʊnˈləʊd/,
dot-com,https://www.oxfordlearnersdictionaries.com/definition/english/dot-com,C2,dot-com,dot-com,noun,/ˌdɒt ˈkɒm/,
goods,https://www.oxfordlearnersdictionaries.com/definition/english/goods,B1,goods,hàng hóa,noun,/ɡʊdz/,
internet,https://www.oxfordlearnersdictionaries.com/definition/english/internet,A1,internet,internet,noun,/ˈɪntənet/,
e-cash,https://www.oxfordlearnersdictionaries.com/definition/english/e-cash,C2,e-cash,tiền điện tử,noun,/ˈiː kæʃ/,
item,https://www.oxfordlearnersdictionaries.com/definition/english/item,A2,item,mục,noun,/ˈaɪtəm/,
mfa,https://www.oxfordlearnersdictionaries.com/definition/english/mfa,C2,MFA,MFA,abbreviation,/ˌem ef ˈeɪ/,
multi-factor_authentication,https://www.oxfordlearnersdictionaries.com/definition/english/multi-factor-authentication,C2,multi-factor authentication,xác thực đa yếu tố,noun,/ˌmʌlti fæktər ɔːθentɪˈkeɪʃn/,
order,https://www.oxfordlearnersdictionaries.com/definition/english/order_1,B1,order,đặt hàng,noun,/ˈɔːdə(r)/,
online,https://www.oxfordlearnersdictionaries.com/definition/english/online_1,A1,online,trực tuyến,adjective,/ˌɒnˈlaɪn/,
e-tailing,https://www.oxfordlearnersdictionaries.com/definition/english/e-tailing,C2,e-tailing,bán hàng điện tử,noun,/ˈiː teɪlɪŋ/,
order,https://www.oxfordlearnersdictionaries.com/definition/english/order_2,A2,order,đặt hàng,verb,/ˈɔːdə(r)/,
packaging,https://www.oxfordlearnersdictionaries.com/definition/english/packaging,B1,packaging,bao bì,noun,/ˈpækɪdʒɪŋ/,
p._and_p.,https://www.oxfordlearnersdictionaries.com/definition/english/p-and-p,C2,p. and p.,P. và p.,abbreviation,/ˌpiː ən ˈpiː/,
portal,https://www.oxfordlearnersdictionaries.com/definition/english/portal,C2,portal,cổng thông tin,noun,/ˈpɔːtl/,
postage,https://www.oxfordlearnersdictionaries.com/definition/english/postage,C1,postage,bưu phí,noun,/ˈpəʊstɪdʒ/,
pre-order,https://www.oxfordlearnersdictionaries.com/definition/english/pre-order_1,C1,pre-order,đặt hàng trước,noun,/ˈpriː ɔːdə(r)/,
seller,https://www.oxfordlearnersdictionaries.com/definition/english/seller,B1,seller,người bán,noun,/ˈselə(r)/,
p._and_h.,https://www.oxfordlearnersdictionaries.com/definition/english/p-and-h,C2,p. and h.,P. và h.,abbreviation,/ˌpiː ən ˈeɪtʃ/,
pre-order,https://www.oxfordlearnersdictionaries.com/definition/english/pre-order_2,C1,pre-order,đặt hàng trước,verb,/ˈpriː ɔːdə(r)/,
shipping,https://www.oxfordlearnersdictionaries.com/definition/english/shipping,C1,shipping,vận chuyển,noun,/ˈʃɪpɪŋ/,
showrooming,https://www.oxfordlearnersdictionaries.com/definition/english/showrooming,C2,showrooming,trưng bày,noun,/ˈʃəʊruːmɪŋ/,
