id,url,levels,word,translation,part_of_speech,ipa,audio_link
above_2,https://www.oxfordlearnersdictionaries.com/definition/english/above_2,A1,above,bên trên,adverb,/əˈbʌv/,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/a/abo/above/above__gb_1.mp3
about_2,https://www.oxfordlearnersdictionaries.com/definition/english/about_2,A1,about,Về,adverb,/əˈbaʊt/,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/a/abo/about/about__gb_1.mp3
above_1,https://www.oxfordlearnersdictionaries.com/definition/english/above_1,A1,above,bên trên,preposition,/əˈbʌv/,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/a/abo/above/above__gb_1.mp3
about_1,https://www.oxfordlearnersdictionaries.com/definition/english/about_1,A1,about,Về,preposition,/əˈbaʊt/,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/a/abo/about/about__gb_1.mp3
a_1,https://www.oxfordlearnersdictionaries.com/definition/english/a_1,A1,a,Một,indefinite article,/ə/,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/a/a__/a__gb/a__gb_2.mp3
the,https://www.oxfordlearnersdictionaries.com/definition/english/the,A1,the,cái,definite article,/ðə/,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/t/the/the__/the__gb_1.mp3
across_2,https://www.oxfordlearnersdictionaries.com/definition/english/across_2,A1,across,đối diện,adverb,/əˈkrɒs/,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/a/acr/acros/across__gb_1.mp3
across_1,https://www.oxfordlearnersdictionaries.com/definition/english/across_1,A1,across,bên kia,preposition,/əˈkrɒs/,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/a/acr/acros/across__gb_1.mp3
action_1,https://www.oxfordlearnersdictionaries.com/definition/english/action_1,A1,action,hoạt động,noun,/ˈækʃn/,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/a/act/actio/action__gb_1.mp3
activity,https://www.oxfordlearnersdictionaries.com/definition/english/activity,A1,activity,hoạt động ,noun,/ækˈtɪvəti/,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/a/act/activ/activity__gb_5.mp3
actor,https://www.oxfordlearnersdictionaries.com/definition/english/actor,A1,actor,diễn viên,noun,/ˈæktə(r)/,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/a/act/actor/actor__gb_2.mp3
actress,https://www.oxfordlearnersdictionaries.com/definition/english/actress,A1,actress,nữ diễn viên,noun,/ˈæktrəs/,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/a/act/actre/actress__gb_1.mp3
add_1,https://www.oxfordlearnersdictionaries.com/definition/english/add_1,A1,add,thêm vào,verb,/æd/,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/a/add/add__/add__gb_2.mp3
address_1,https://www.oxfordlearnersdictionaries.com/definition/english/address_1,A1,address,Địa chỉ,noun,/əˈdres/,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/a/add/addre/address__gb_3.mp3
adult_1,https://www.oxfordlearnersdictionaries.com/definition/english/adult_1,A1,adult,người lớn,noun,/ˈædʌlt/,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/a/adu/adult/adult__gb_3.mp3
advice,https://www.oxfordlearnersdictionaries.com/definition/english/advice,A1,advice,khuyên bảo,noun,/ədˈvaɪs/,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/a/adv/advic/advice__gb_1.mp3
afraid,https://www.oxfordlearnersdictionaries.com/definition/english/afraid,A1,afraid,sợ,adjective,/əˈfreɪd/,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/a/afr/afrai/afraid__gb_1.mp3
after_1,https://www.oxfordlearnersdictionaries.com/definition/english/after_1,A1,after,sau đó,preposition,/ˈɑːftə(r)/,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/a/aft/after/after__gb_1.mp3
afternoon,https://www.oxfordlearnersdictionaries.com/definition/english/afternoon,A1,afternoon,buổi chiều,noun,/ˌɑːftəˈnuːn/,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/a/aft/after/afternoon__gb_1.mp3
again,https://www.oxfordlearnersdictionaries.com/definition/english/again,A1,again,lại,adverb,/əˈɡen/,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/a/aga/again/again__gb_1.mp3
age_1,https://www.oxfordlearnersdictionaries.com/definition/english/age_1,A1,age,tuổi,noun,/eɪdʒ/,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/a/age/age__/age__gb_1.mp3
ago,https://www.oxfordlearnersdictionaries.com/definition/english/ago,A1,ago,trước kia,adverb,/əˈɡəʊ/,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/a/ago/ago__/ago__gb_1.mp3
agree,https://www.oxfordlearnersdictionaries.com/definition/english/agree,A1,agree,đồng ý,verb,/əˈɡriː/,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/a/agr/agree/agree__gb_1.mp3
air_1,https://www.oxfordlearnersdictionaries.com/definition/english/air_1,A1,air,không khí,noun,/eə(r)/,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/a/air/air__/air__gb_1.mp3
airport,https://www.oxfordlearnersdictionaries.com/definition/english/airport,A1,airport,sân bay,noun,/ˈeəpɔːt/,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/a/air/airpo/airport__gb_3.mp3
all_2,https://www.oxfordlearnersdictionaries.com/definition/english/all_2,A1,all,tất cả,pronoun,/ɔːl/,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/a/all/all__/all__gb_1.mp3
all_1,https://www.oxfordlearnersdictionaries.com/definition/english/all_1,A1,all,tất cả,determiner,/ɔːl/,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/a/all/all__/all__gb_1.mp3
all,https://www.oxfordlearnersdictionaries.com/definition/english/all,A1,all,tất cả,determiner,/ɔːl/,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/a/all/all__/all__gb_1.mp3
all,https://www.oxfordlearnersdictionaries.com/definition/english/all,A1,all,tất cả,determiner,/ɔːl/,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/a/all/all__/all__gb_1.mp3
all,https://www.oxfordlearnersdictionaries.com/definition/english/all,A1,all,tất cả,determiner,/ɔːl/,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/a/all/all__/all__gb_1.mp3
also,https://www.oxfordlearnersdictionaries.com/definition/english/also,A1,also,Mà còn,adverb,/ˈɔːlsəʊ/,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/a/als/also_/also__gb_1.mp3
always,https://www.oxfordlearnersdictionaries.com/definition/english/always,A1,always,luôn luôn,adverb,/ˈɔːlweɪz/,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/a/alw/alway/always__gb_1.mp3
amazing,https://www.oxfordlearnersdictionaries.com/definition/english/amazing,A1,amazing,tuyệt vời,adjective,/əˈmeɪzɪŋ/,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/a/ama/amazi/amazing__gb_1.mp3
angry,https://www.oxfordlearnersdictionaries.com/definition/english/angry,A1,angry,tức giận,adjective,/ˈæŋɡri/,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/a/ang/angry/angry__gb_2.mp3
animal_1,https://www.oxfordlearnersdictionaries.com/definition/english/animal_1,A1,animal,động vật,noun,/ˈænɪml/,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/a/ani/anima/animal__gb_1.mp3
and,https://www.oxfordlearnersdictionaries.com/definition/english/and,A1,and,Và,conjunction,/ənd/,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/a/and/and__/and__gb_1.mp3
another,https://www.oxfordlearnersdictionaries.com/definition/english/another,A1,another,khác,"determiner, pronoun",/əˈnʌðə(r)/,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/a/ano/anoth/another__gb_1.mp3
another,https://www.oxfordlearnersdictionaries.com/definition/english/another,A1,another,khác,"determiner, pronoun",/əˈnʌðə(r)/,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/a/ano/anoth/another__gb_1.mp3
answer_1,https://www.oxfordlearnersdictionaries.com/definition/english/answer_1,A1,answer,trả lời,noun,/ˈɑːnsə(r)/,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/a/ans/answe/answer__gb_1.mp3
answer_2,https://www.oxfordlearnersdictionaries.com/definition/english/answer_2,A1,answer,trả lời,verb,/ˈɑːnsə(r)/,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/a/ans/answe/answer__gb_1.mp3
any_1,https://www.oxfordlearnersdictionaries.com/definition/english/any_1,A1,any,bất kì,determiner,/ˈeni/,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/a/any/any__/any__gb_1.mp3
any_2,https://www.oxfordlearnersdictionaries.com/definition/english/any_2,A1,any,bất kì,pronoun,/ˈeni/,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/a/any/any__/any__gb_1.mp3
any,https://www.oxfordlearnersdictionaries.com/definition/english/any,A1,any,bất kì,determiner,/ˈeni/,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/a/any/any__/any__gb_1.mp3
anyone,https://www.oxfordlearnersdictionaries.com/definition/english/anyone,A1,anyone,bất cứ ai ,pronoun,/ˈeniwʌn/,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/a/any/anyon/anyone__gb_1.mp3
anything,https://www.oxfordlearnersdictionaries.com/definition/english/anything,A1,anything,bất cứ điều gì,pronoun,/ˈeniθɪŋ/,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/a/any/anyth/anything__gb_1.mp3
apartment,https://www.oxfordlearnersdictionaries.com/definition/english/apartment,A1,apartment,căn hộ,noun,/əˈpɑːtmənt/,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/a/apa/apart/apartment__gb_1.mp3
apple,https://www.oxfordlearnersdictionaries.com/definition/english/apple,A1,apple,quả táo,noun,/ˈæpl/,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/a/app/apple/apple__gb_5.mp3
april,https://www.oxfordlearnersdictionaries.com/definition/english/april,A1,April,Tháng tư,noun,/ˈeɪprəl/,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/a/apr/april/april_1_gb_2.mp3
area,https://www.oxfordlearnersdictionaries.com/definition/english/area,A1,area,khu vực,noun,/ˈeəriə/,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/a/are/area_/area__gb_3.mp3
arm_1,https://www.oxfordlearnersdictionaries.com/definition/english/arm_1,A1,arm,cánh tay,noun,/ɑːm/,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/a/arm/arm__/arm__gb_2.mp3
around_1,https://www.oxfordlearnersdictionaries.com/definition/english/around_1,A1,around,xung quanh,preposition,/əˈraʊnd/,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/a/aro/aroun/around__gb_1.mp3
arrive,https://www.oxfordlearnersdictionaries.com/definition/english/arrive,A1,arrive,đến,verb,/əˈraɪv/,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/a/arr/arriv/arrive__gb_1.mp3
around_2,https://www.oxfordlearnersdictionaries.com/definition/english/around_2,A1,around,xung quanh,adverb,/əˈraʊnd/,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/a/aro/aroun/around__gb_1.mp3
art_1,https://www.oxfordlearnersdictionaries.com/definition/english/art_1,A1,art,nghệ thuật,noun,/ɑːt/,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/a/art/art__/art__gb_3.mp3
article,https://www.oxfordlearnersdictionaries.com/definition/english/article,A1,article,bài báo,noun,/ˈɑːtɪkl/,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/a/art/artic/article__gb_1.mp3
artist,https://www.oxfordlearnersdictionaries.com/definition/english/artist,A1,artist,nghệ sĩ,noun,/ˈɑːtɪst/,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/a/art/artis/artist__gb_2.mp3
as_1,https://www.oxfordlearnersdictionaries.com/definition/english/as_1,A1,as,BẰNG,preposition,/əz/,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/a/as_/as__g/as__gb_1.mp3
ask_1,https://www.oxfordlearnersdictionaries.com/definition/english/ask_1,A1,ask,hỏi,verb,/ɑːsk/,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/a/ask/ask__/ask__gb_1.mp3
