id,url,levels,word,translation,part_of_speech,ipa,audio_link
abduction,https://www.oxfordlearnersdictionaries.com/definition/english/abduction,C2,abduction,sự bắt cóc,noun,/æbˈdʌkʃn/,
assault,https://www.oxfordlearnersdictionaries.com/definition/english/assault_1,C1,assault,tấn công,noun,/əˈsɔːlt/,
aggravated,https://www.oxfordlearnersdictionaries.com/definition/english/aggravated,C2,aggravated,trầm trọng hơn,adjective,/ˈæɡrəveɪtɪd/,
appropriation,https://www.oxfordlearnersdictionaries.com/definition/english/appropriation,C2,appropriation,sự chiếm đoạt,noun,/əˌprəʊpriˈeɪʃn/,
attack,https://www.oxfordlearnersdictionaries.com/definition/english/attack_1,A2,attack,tấn công,noun,/əˈtæk/,
abh,https://www.oxfordlearnersdictionaries.com/definition/english/abh,C2,ABH,ABH,abbreviation,/ˌeɪ biː ˈeɪtʃ/,
arson,https://www.oxfordlearnersdictionaries.com/definition/english/arson,C1,arson,đốt phá,noun,/ˈɑːsn/,
actual_bodily_harm,https://www.oxfordlearnersdictionaries.com/definition/english/actual-bodily-harm,C2,actual bodily harm,tổn hại cơ thể thực tế,noun,/ˌæktʃuəl ˌbɒdɪli ˈhɑːm/,
abuse,https://www.oxfordlearnersdictionaries.com/definition/english/abuse_1,C1,abuse,lạm dụng,noun,/əˈbjuːs/,
assault_and_battery,https://www.oxfordlearnersdictionaries.com/definition/english/assault-and-battery,C2,assault and battery,tấn công và pin,noun,/əˌsɔːlt ən ˈbætəri/,
attempted,https://www.oxfordlearnersdictionaries.com/definition/english/attempted,B2,attempted,đã cố gắng,adjective,/əˈtemptɪd/,
battery,https://www.oxfordlearnersdictionaries.com/definition/english/battery,C2,battery,ắc quy,noun,/ˈbætri/,
blackmail,https://www.oxfordlearnersdictionaries.com/definition/english/blackmail_1,C1,blackmail,tống tiền,noun,/ˈblækmeɪl/,
bombing,https://www.oxfordlearnersdictionaries.com/definition/english/bombing,B2,bombing,đánh bom,noun,/ˈbɒmɪŋ/,
bootlegging,https://www.oxfordlearnersdictionaries.com/definition/english/bootlegging,C2,bootlegging,buôn lậu,noun,/ˈbuːtleɡɪŋ/,
bigamous,https://www.oxfordlearnersdictionaries.com/definition/english/bigamous,C2,bigamous,chung thủy,adjective,/ˈbɪɡəməs/,
breach,https://www.oxfordlearnersdictionaries.com/definition/english/breach_1,C1,breach,sự vi phạm,noun,/briːtʃ/,
bigamy,https://www.oxfordlearnersdictionaries.com/definition/english/bigamy,C2,bigamy,hai vợ một chồng,noun,/ˈbɪɡəmi/,
breaking_and_entering,https://www.oxfordlearnersdictionaries.com/definition/english/breaking-and-entering,C2,breaking and entering,phá vỡ và xâm nhập,noun,/ˌbreɪkɪŋ ən ˈentərɪŋ/,
blood_feud,https://www.oxfordlearnersdictionaries.com/definition/english/blood-feud,C2,blood feud,mối thù máu,noun,/ˈblʌd fjuːd/,
break-in,https://www.oxfordlearnersdictionaries.com/definition/english/break-in_2,C1,break-in,đột nhập,noun,/ˈbreɪk ɪn/,
bribe,https://www.oxfordlearnersdictionaries.com/definition/english/bribe_1,C1,bribe,hối lộ,noun,/braɪb/,
burglary,https://www.oxfordlearnersdictionaries.com/definition/english/burglary,B1,burglary,vụ trộm,noun,/ˈbɜːɡləri/,
carjacking,https://www.oxfordlearnersdictionaries.com/definition/english/carjacking,C2,carjacking,cướp xe,noun,/ˈkɑːdʒækɪŋ/,
bribery,https://www.oxfordlearnersdictionaries.com/definition/english/bribery,C1,bribery,hối lộ,noun,/ˈbraɪbəri/,
coercive_control,https://www.oxfordlearnersdictionaries.com/definition/english/coercive-control,C2,coercive control,cưỡng chế kiểm soát,noun,/kəʊˌɜːsɪv kənˈtrəʊl/,
collusion,https://www.oxfordlearnersdictionaries.com/definition/english/collusion,C2,collusion,sự thông đồng,noun,/kəˈluːʒn/,
child_abuse,https://www.oxfordlearnersdictionaries.com/definition/english/child-abuse,C2,child abuse,lạm dụng trẻ em,noun,/ˈtʃaɪld əbjuːs/,
corruption,https://www.oxfordlearnersdictionaries.com/definition/english/corruption,C1,corruption,tham nhũng,noun,/kəˈrʌpʃn/,
conspiracy,https://www.oxfordlearnersdictionaries.com/definition/english/conspiracy,B2,conspiracy,âm mưu,noun,/kənˈspɪrəsi/,
cybercrime,https://www.oxfordlearnersdictionaries.com/definition/english/cybercrime,C1,cybercrime,tội phạm mạng,noun,/ˈsaɪbəkraɪm/,
con,https://www.oxfordlearnersdictionaries.com/definition/english/con_1,C2,con,lừa đảo,noun,/kɒn/,
dealing,https://www.oxfordlearnersdictionaries.com/definition/english/dealing,C2,dealing,giao dịch,noun,/ˈdiːlɪŋ/,
deception,https://www.oxfordlearnersdictionaries.com/definition/english/deception,C1,deception,sự lừa dối,noun,/dɪˈsepʃn/,
copycat,https://www.oxfordlearnersdictionaries.com/definition/english/copycat_2,C2,copycat,bắt chước,adjective,/ˈkɒpikæt/,
criminal_damage,https://www.oxfordlearnersdictionaries.com/definition/english/criminal-damage,C2,criminal damage,thiệt hại hình sự,noun,/ˌkrɪmɪnl ˈdæmɪdʒ/,
complicity,https://www.oxfordlearnersdictionaries.com/definition/english/complicity,C2,complicity,sự đồng lõa,noun,/kəmˈplɪsəti/,
date_rape,https://www.oxfordlearnersdictionaries.com/definition/english/date-rape,C2,date rape,hẹn hò hiếp dâm,noun,/ˈdeɪt reɪp/,
defamation,https://www.oxfordlearnersdictionaries.com/definition/english/defamation,C2,defamation,sự phỉ báng,noun,/ˌdefəˈmeɪʃn/,
disorderly_conduct,https://www.oxfordlearnersdictionaries.com/definition/english/disorderly-conduct,C2,disorderly conduct,hành vi mất trật tự,noun,/dɪsˌɔːdəli ˈkɒndʌkt/,
drunk_driving,https://www.oxfordlearnersdictionaries.com/definition/english/drunk-driving,B2,drunk driving,lái xe say rượu,noun,/ˌdrʌŋk ˈdraɪvɪŋ/,
