id,url,levels,word,translation,part_of_speech,ipa,audio_link
apprehension,https://www.oxfordlearnersdictionaries.com/definition/english/apprehension,C2,apprehension,sự e ngại,noun,/ˌæprɪˈhenʃn/,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/a/app/appre/apprehension__gb_1.mp3
apprehend,https://www.oxfordlearnersdictionaries.com/definition/english/apprehend,C2,apprehend,nắm bắt,verb,/ˌæprɪˈhend/,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/a/app/appre/apprehend__gb_1.mp3
appeal,https://www.oxfordlearnersdictionaries.com/definition/english/appeal_1,B2,appeal,bắt mắt,noun,/əˈpiːl/,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/a/app/appea/appeal__gb_1.mp3
backup,https://www.oxfordlearnersdictionaries.com/definition/english/backup,C1,backup,hỗ trợ,noun,/ˈbækʌp/,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/b/bac/backu/backup__gb_1.mp3
arrest,https://www.oxfordlearnersdictionaries.com/definition/english/arrest_2,B1,arrest,bắt giữ,noun,/əˈrest/,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/a/arr/arres/arrest__gb_1.mp3
all-points_bulletin,https://www.oxfordlearnersdictionaries.com/definition/english/all-points-bulletin,C2,all-points bulletin,bản tin toàn điểm,noun,/ˌɔːl pɔɪnts ˈbʊlətɪn/,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/a/all/all_p/all_points_bulletin_1_gb_1.mp3
appeal,https://www.oxfordlearnersdictionaries.com/definition/english/appeal_2,B2,appeal,bắt mắt,verb,/əˈpiːl/,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/a/app/appea/appeal__gb_1.mp3
arrest,https://www.oxfordlearnersdictionaries.com/definition/english/arrest_1,B1,arrest,bắt giữ,verb,/əˈrest/,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/a/arr/arres/arrest__gb_1.mp3
bring_in,https://www.oxfordlearnersdictionaries.com/definition/english/bring-in,C2,bring in,mang vào,phrasal verb,,
bust,https://www.oxfordlearnersdictionaries.com/definition/english/bust_1,C2,bust,bật ra,verb,/bʌst/,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/b/bus/bust_/bust__gb_2.mp3
bug,https://www.oxfordlearnersdictionaries.com/definition/english/bug_2,C1,bug,sâu bọ,verb,/bʌɡ/,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/b/bug/bug__/bug__gb_3.mp3
bust,https://www.oxfordlearnersdictionaries.com/definition/english/bust_2,C2,bust,bật ra,noun,/bʌst/,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/b/bus/bust_/bust__gb_2.mp3
capture,https://www.oxfordlearnersdictionaries.com/definition/english/capture_2,B2,capture,chiếm lấy,noun,/ˈkæptʃə(r)/,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/c/cap/captu/capture__gb_1.mp3
bug,https://www.oxfordlearnersdictionaries.com/definition/english/bug_1,C1,bug,sâu bọ,noun,/bʌɡ/,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/b/bug/bug__/bug__gb_3.mp3
alibi,https://www.oxfordlearnersdictionaries.com/definition/english/alibi,C1,alibi,bằng chứng ngoại phạm,noun,/ˈæləbaɪ/,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/a/ali/alibi/alibi__gb_1.mp3
body,https://www.oxfordlearnersdictionaries.com/definition/english/body,A1,body,thân hình,noun,/ˈbɒdi/,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/b/bod/body_/body__gb_2.mp3
autopsy,https://www.oxfordlearnersdictionaries.com/definition/english/autopsy,C2,autopsy,khám nghiệm tử thi,noun,/ˈɔːtɒpsi/,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/a/aut/autop/autopsy__gb_1.mp3
case,https://www.oxfordlearnersdictionaries.com/definition/english/case_1,B1,case,trường hợp,noun,/keɪs/,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/c/cas/case_/case__gb_2.mp3
catch,https://www.oxfordlearnersdictionaries.com/definition/english/catch_1,A2,catch,nắm lấy,verb,/kætʃ/,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/c/cat/catch/catch__gb_2.mp3
chase,https://www.oxfordlearnersdictionaries.com/definition/english/chase_1,B2,chase,đuổi,verb,/tʃeɪs/,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/c/cha/chase/chase__gb_3.mp3
chase,https://www.oxfordlearnersdictionaries.com/definition/english/chase_2,B2,chase,đuổi,noun,/tʃeɪs/,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/c/cha/chase/chase__gb_3.mp3
clue,https://www.oxfordlearnersdictionaries.com/definition/english/clue_1,B1,clue,đầu mối,noun,/kluː/,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/c/clu/clue_/clue__gb_1.mp3
closed-circuit_television,https://www.oxfordlearnersdictionaries.com/definition/english/closed-circuit-television,C2,closed-circuit television,truyền hình mạch kín,noun,/ˌkləʊzd ˌsɜːkɪt ˈtelɪvɪʒn/,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/c/clo/close/closed_circuit_television_1_gb_1.mp3
composite,https://www.oxfordlearnersdictionaries.com/definition/english/composite_2,C2,composite,tổng hợp,noun,/ˈkɒmpəzɪt/,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/c/com/compo/composite__gb_1.mp3
cold_case,https://www.oxfordlearnersdictionaries.com/definition/english/cold-case,C2,cold case,trường hợp lạnh,noun,/ˈkəʊld keɪs/,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/c/col/cold_/cold_case_1_gb_1.mp3
confess,https://www.oxfordlearnersdictionaries.com/definition/english/confess,B2,confess,xưng,verb,/kənˈfes/,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/x/xco/xconf/xconfess__gb_1.mp3
citizen’s_arrest,https://www.oxfordlearnersdictionaries.com/definition/english/citizen-s-arrest,C2,citizen’s arrest,bắt giữ công dân,noun,/ˌsɪtɪznz əˈrest/,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/c/cit/citiz/citizen_s_arrest_1_gb_1.mp3
circumstantial,https://www.oxfordlearnersdictionaries.com/definition/english/circumstantial,C2,circumstantial,hoàn cảnh,adjective,/ˌsɜːkəmˈstænʃl/,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/c/cir/circu/circumstantial__gb_1.mp3
confession,https://www.oxfordlearnersdictionaries.com/definition/english/confession,C1,confession,sự xưng tội,noun,/kənˈfeʃn/,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/x/xco/xconf/xconfession__gb_1.mp3
