id,url,levels,word,translation,part_of_speech,ipa,audio_link
adopt,https://www.oxfordlearnersdictionaries.com/definition/english/adopt,B2,adopt,nhận nuôi,verb,/əˈdɒpt/,
affirm,https://www.oxfordlearnersdictionaries.com/definition/english/affirm,C1,affirm,khẳng định,verb,/əˈfɜːm/,
brief,https://www.oxfordlearnersdictionaries.com/definition/english/brief_3,C2,brief,ngắn gọn,verb,/briːf/,
brief,https://www.oxfordlearnersdictionaries.com/definition/english/brief_2,C2,brief,ngắn gọn,noun,/briːf/,
challenge,https://www.oxfordlearnersdictionaries.com/definition/english/challenge_2,B2,challenge,thử thách,verb,/ˈtʃælɪndʒ/,
adoption,https://www.oxfordlearnersdictionaries.com/definition/english/adoption,C1,adoption,nhận con nuôi,noun,/əˈdɒpʃn/,
claim,https://www.oxfordlearnersdictionaries.com/definition/english/claim_1,B1,claim,khẳng định,verb,/kleɪm/,
claim,https://www.oxfordlearnersdictionaries.com/definition/english/claim_2,B2,claim,khẳng định,noun,/kleɪm/,
action,https://www.oxfordlearnersdictionaries.com/definition/english/action_1,B2,action,hoạt động,noun,/ˈækʃn/,
annulment,https://www.oxfordlearnersdictionaries.com/definition/english/annulment,C2,annulment,sự hủy bỏ,noun,/əˈnʌlmənt/,
conveyancing,https://www.oxfordlearnersdictionaries.com/definition/english/conveyancing,C2,conveyancing,vận chuyển,noun,/kənˈveɪənsɪŋ/,
deportation,https://www.oxfordlearnersdictionaries.com/definition/english/deportation,C2,deportation,trục xuất,noun,/ˌdiːpɔːˈteɪʃn/,
custody,https://www.oxfordlearnersdictionaries.com/definition/english/custody,C1,custody,quyền giám hộ,noun,/ˈkʌstədi/,
contract,https://www.oxfordlearnersdictionaries.com/definition/english/contract_2,C2,contract,hợp đồng,verb,/kənˈtrækt/,
divorce,https://www.oxfordlearnersdictionaries.com/definition/english/divorce_1,B2,divorce,ly hôn,noun,/dɪˈvɔːs/,
deport,https://www.oxfordlearnersdictionaries.com/definition/english/deport,C2,deport,trục xuất,verb,/dɪˈpɔːt/,
count,https://www.oxfordlearnersdictionaries.com/definition/english/count_2,C2,count,đếm,noun,/kaʊnt/,
divorce,https://www.oxfordlearnersdictionaries.com/definition/english/divorce_2,B2,divorce,ly hôn,verb,/dɪˈvɔːs/,
closing_argument,https://www.oxfordlearnersdictionaries.com/definition/english/closing-argument,C1,closing argument,lập luận kết thúc,noun,/ˌkləʊzɪŋ ˈɑːɡjumənt/,
grant,https://www.oxfordlearnersdictionaries.com/definition/english/grant_1,B2,grant,khoản trợ cấp,verb,/ɡrɑːnt/,
impeach,https://www.oxfordlearnersdictionaries.com/definition/english/impeach,C2,impeach,buộc tội,verb,/ɪmˈpiːtʃ/,
leaseback,https://www.oxfordlearnersdictionaries.com/definition/english/leaseback,C2,leaseback,thuê lại,noun,/ˈliːsbæk/,
issue,https://www.oxfordlearnersdictionaries.com/definition/english/issue_2,C1,issue,vấn đề,verb,/ˈɪʃuː/,
inquest,https://www.oxfordlearnersdictionaries.com/definition/english/inquest,C2,inquest,cuộc điều tra,noun,/ˈɪŋkwest/,
interrogate,https://www.oxfordlearnersdictionaries.com/definition/english/interrogate,C2,interrogate,thẩm vấn,verb,/ɪnˈterəɡeɪt/,
impeachment,https://www.oxfordlearnersdictionaries.com/definition/english/impeachment,C2,impeachment,làm mất danh dự,noun,/ɪmˈpiːtʃmənt/,
