id,url,levels,word,translation,part_of_speech,ipa,audio_link
deportation,https://www.oxfordlearnersdictionaries.com/definition/english/deportation,C2,deportation,trục xuất,noun,/ˌdiːpɔːˈteɪʃn/,
asylum_seeker,https://www.oxfordlearnersdictionaries.com/definition/english/asylum-seeker,C2,asylum seeker,người xin tị nạn,noun,/əˈsaɪləm siːkə(r)/,
alien,https://www.oxfordlearnersdictionaries.com/definition/english/alien_1,B2,alien,người ngoài hành tinh,noun,/ˈeɪliən/,
displace,https://www.oxfordlearnersdictionaries.com/definition/english/displace,C1,displace,thay thế,verb,/dɪsˈpleɪs/,
camp,https://www.oxfordlearnersdictionaries.com/definition/english/camp_1,A2,camp,trại,noun,/kæmp/,
detention_centre,https://www.oxfordlearnersdictionaries.com/definition/english/detention-centre,C1,detention centre,trung tâm giam giữ,noun,/dɪˈtenʃn sentə(r)/,
asylum,https://www.oxfordlearnersdictionaries.com/definition/english/asylum,C1,asylum,tị nạn,noun,/əˈsaɪləm/,
deport,https://www.oxfordlearnersdictionaries.com/definition/english/deport,C2,deport,trục xuất,verb,/dɪˈpɔːt/,
displaced_person,https://www.oxfordlearnersdictionaries.com/definition/english/displaced-person,C2,displaced person,người di dời,noun,/dɪsˌpleɪst ˈpɜːsn/,
economic_migrant,https://www.oxfordlearnersdictionaries.com/definition/english/economic-migrant,C2,economic migrant,người di cư kinh tế,noun,/ˌiːkəˌnɒmɪk ˈmaɪɡrənt/,
emigrate,https://www.oxfordlearnersdictionaries.com/definition/english/emigrate,B2,emigrate,di cư,verb,/ˈemɪɡreɪt/,
idp,https://www.oxfordlearnersdictionaries.com/definition/english/idp,C2,IDP,IDP,noun,/ˌaɪ diː ˈpiː/,
illegal,https://www.oxfordlearnersdictionaries.com/definition/english/illegal_2,C2,illegal,bất hợp pháp,noun,/ɪˈliːɡl/,
green_card,https://www.oxfordlearnersdictionaries.com/definition/english/green-card,C2,green card,thẻ xanh,noun,/ˈɡriːn kɑːd/,
emigration,https://www.oxfordlearnersdictionaries.com/definition/english/emigration,C1,emigration,di cư,noun,/ˌemɪˈɡreɪʃn/,
immigration,https://www.oxfordlearnersdictionaries.com/definition/english/immigration,B2,immigration,nhập cư,noun,/ˌɪmɪˈɡreɪʃn/,
migrant,https://www.oxfordlearnersdictionaries.com/definition/english/migrant_1,C1,migrant,người di cư,noun,/ˈmaɪɡrənt/,
internally_displaced_person,https://www.oxfordlearnersdictionaries.com/definition/english/internally-displaced-person,C2,internally displaced person,người di tản trong nước,noun,/ɪnˌtɜːnəli dɪspleɪst ˈpɜːsn/,
migration,https://www.oxfordlearnersdictionaries.com/definition/english/migration,C1,migration,di cư,noun,/maɪˈɡreɪʃn/,
migrate,https://www.oxfordlearnersdictionaries.com/definition/english/migrate,C1,migrate,di cư,verb,/maɪˈɡreɪt/,
naturalize,https://www.oxfordlearnersdictionaries.com/definition/english/naturalize,C2,naturalize,nhập tịch,verb,/ˈnætʃrəlaɪz/,
non-citizen,https://www.oxfordlearnersdictionaries.com/definition/english/non-citizen,C2,non-citizen,không phải công dân,noun,/ˌnɒn ˈsɪtɪzn/,
immigrant,https://www.oxfordlearnersdictionaries.com/definition/english/immigrant,B1,immigrant,người nhập cư,noun,/ˈɪmɪɡrənt/,
naturalization,https://www.oxfordlearnersdictionaries.com/definition/english/naturalization,C2,naturalization,nhập tịch,noun,/ˌnætʃrəlaɪˈzeɪʃn/,
immigrate,https://www.oxfordlearnersdictionaries.com/definition/english/immigrate,C1,immigrate,nhập cư,verb,/ˈɪmɪɡreɪt/,
outsider,https://www.oxfordlearnersdictionaries.com/definition/english/outsider,C1,outsider,người ngoài cuộc,noun,/ˌaʊtˈsaɪdə(r)/,
quota_system,https://www.oxfordlearnersdictionaries.com/definition/english/quota-system,C1,quota system,hệ thống hạn ngạch,noun,/ˈkwəʊtə sɪstəm/,
non-refoulement,https://www.oxfordlearnersdictionaries.com/definition/english/non-refoulement,C2,non-refoulement,không nạp lại,noun,/ˌnɒn rəˈfuːlmɒ̃/,
refuge,https://www.oxfordlearnersdictionaries.com/definition/english/refuge,C1,refuge,nơi trú ẩn,noun,/ˈrefjuːdʒ/,
settle,https://www.oxfordlearnersdictionaries.com/definition/english/settle_1,B2,settle,ổn định,verb,/ˈsetl/,
refugee,https://www.oxfordlearnersdictionaries.com/definition/english/refugee,B2,refugee,người tị nạn,noun,/ˌrefjuˈdʒiː/,
settler,https://www.oxfordlearnersdictionaries.com/definition/english/settler,B2,settler,người định cư,noun,/ˈsetlə(r)/,
settlement,https://www.oxfordlearnersdictionaries.com/definition/english/settlement,C1,settlement,giải quyết,noun,/ˈsetlmənt/,
refoulement,https://www.oxfordlearnersdictionaries.com/definition/english/refoulement,C2,refoulement,sự nạp lại,noun,/rəˈfuːlmɒ̃/,
visa,https://www.oxfordlearnersdictionaries.com/definition/english/visa,B2,visa,visa,noun,/ˈviːzə/,
work_permit,https://www.oxfordlearnersdictionaries.com/definition/english/work-permit,C2,work permit,giấy phép lao động,noun,/ˈwɜːk pɜːmɪt/,
political_asylum,https://www.oxfordlearnersdictionaries.com/definition/english/political-asylum,C1,political asylum,tị nạn chính trị,noun,/pəˌlɪtɪkl əˈsaɪləm/,
émigré,https://www.oxfordlearnersdictionaries.com/definition/english/emigre,C2,émigré,người di cư,noun,/ˈemɪɡreɪ/,
