id,url,levels,word,translation,part_of_speech,ipa,audio_link
breakout,https://www.oxfordlearnersdictionaries.com/definition/english/breakout_1,C2,breakout,đột phá,noun,/ˈbreɪkaʊt/,
borstal,https://www.oxfordlearnersdictionaries.com/definition/english/borstal,C2,borstal,borstal,noun,/ˈbɔːstl/,
detention,https://www.oxfordlearnersdictionaries.com/definition/english/detention,C1,detention,giam giữ,noun,/dɪˈtenʃn/,
cell,https://www.oxfordlearnersdictionaries.com/definition/english/cell,B2,cell,tế bào,noun,/sel/,
guard,https://www.oxfordlearnersdictionaries.com/definition/english/guard_1,B1,guard,canh gác,noun,/ɡɑːd/,
furlough,https://www.oxfordlearnersdictionaries.com/definition/english/furlough_2,C2,furlough,nghỉ việc tạm thời,noun,/ˈfɜːləʊ/,
custody,https://www.oxfordlearnersdictionaries.com/definition/english/custody,C1,custody,quyền giám hộ,noun,/ˈkʌstədi/,
do_time,https://www.oxfordlearnersdictionaries.com/definition/english/time_1,C2,do time,dành thời gian,noun,/taɪm/,
death_row,https://www.oxfordlearnersdictionaries.com/definition/english/death-row,C2,death row,tử tù,noun,/ˌdeθ ˈrəʊ/,
boot_camp,https://www.oxfordlearnersdictionaries.com/definition/english/boot-camp,C2,boot camp,chương trình đào tạo,noun,/ˈbuːt kæmp/,
high-security,https://www.oxfordlearnersdictionaries.com/definition/english/high-security,C1,high-security,bảo mật cao,adjective,/ˌhaɪ sɪˈkjʊərəti/,
jailbreak,https://www.oxfordlearnersdictionaries.com/definition/english/jailbreak_1,C2,jailbreak,bẻ khóa,noun,/ˈdʒeɪlbreɪk/,
inmate,https://www.oxfordlearnersdictionaries.com/definition/english/inmate,C1,inmate,tù nhân,noun,/ˈɪnmeɪt/,
inside,https://www.oxfordlearnersdictionaries.com/definition/english/inside_2,C2,inside,bên trong,adverb,/ˌɪnˈsaɪd/,
imprisonment,https://www.oxfordlearnersdictionaries.com/definition/english/imprisonment,C1,imprisonment,bỏ tù,noun,/ɪmˈprɪznmənt/,
jail,https://www.oxfordlearnersdictionaries.com/definition/english/jail_1,B2,jail,nhà tù,noun,/dʒeɪl/,
incarceration,https://www.oxfordlearnersdictionaries.com/definition/english/incarceration,C2,incarceration,sự giam giữ,noun,/ɪnˌkɑːsəˈreɪʃn/,
jailer,https://www.oxfordlearnersdictionaries.com/definition/english/jailer,C2,jailer,người cai ngục,noun,/ˈdʒeɪlə(r)/,
jailhouse,https://www.oxfordlearnersdictionaries.com/definition/english/jailhouse,C2,jailhouse,nhà tù,noun,/ˈdʒeɪlhaʊs/,
halfway_house,https://www.oxfordlearnersdictionaries.com/definition/english/halfway-house,C2,halfway house,ngôi nhà nửa chừng,noun,/ˈhɑːfweɪ haʊs/,
lock-up,https://www.oxfordlearnersdictionaries.com/definition/english/lock-up_3,C2,lock-up,nhốt,noun,/ˈlɒk ʌp/,
nick,https://www.oxfordlearnersdictionaries.com/definition/english/nick_1,C2,nick,biệt hiệu,noun,/nɪk/,
minimum_security_prison,https://www.oxfordlearnersdictionaries.com/definition/english/minimum-security-prison,C2,minimum security prison,nhà tù an ninh tối thiểu,noun,/ˌmɪnɪməm sɪˌkjʊərəti ˈprɪzn/,
remand_centre,https://www.oxfordlearnersdictionaries.com/definition/english/remand-centre,C2,remand centre,trung tâm tạm giam,noun,/rɪˈmɑːnd sentə(r)/,
open_prison,https://www.oxfordlearnersdictionaries.com/definition/english/open-prison,C2,open prison,nhà tù mở,noun,/ˌəʊpən ˈprɪzn/,
prison_visitor,https://www.oxfordlearnersdictionaries.com/definition/english/prison-visitor,C2,prison visitor,người thăm tù,noun,/ˌprɪzn ˈvɪzɪtə(r)/,
prisoner_of_war,https://www.oxfordlearnersdictionaries.com/definition/english/prisoner-of-war,B2,prisoner of war,tù nhân chiến tranh,noun,/ˌprɪznər əv ˈwɔː(r)/,
penitentiary,https://www.oxfordlearnersdictionaries.com/definition/english/penitentiary,C2,penitentiary,nhà tù,noun,/ˌpenɪˈtenʃəri/,
reformatory,https://www.oxfordlearnersdictionaries.com/definition/english/reformatory,C2,reformatory,trường giáo dưỡng,noun,/rɪˈfɔːmətri/,
probation_officer,https://www.oxfordlearnersdictionaries.com/definition/english/probation-officer,C2,probation officer,nhân viên quản chế,noun,/prəˈbeɪʃn ɒfɪsə(r)/,
serve,https://www.oxfordlearnersdictionaries.com/definition/english/serve_1,C1,serve,phục vụ,verb,/sɜːv/,
warden,https://www.oxfordlearnersdictionaries.com/definition/english/warden,C2,warden,cai ngục,noun,/ˈwɔːdn/,
supermax,https://www.oxfordlearnersdictionaries.com/definition/english/supermax,C2,supermax,siêu tối đa,noun,/ˈsuːpəmæks/,
warder,https://www.oxfordlearnersdictionaries.com/definition/english/warder,C2,warder,người cai ngục,noun,/ˈwɔːdə(r)/,
work_release,https://www.oxfordlearnersdictionaries.com/definition/english/work-release,C2,work release,phát hành công việc,noun,/ˈwɜːk rɪliːs/,
