id,url,levels,word,translation,part_of_speech,ipa,audio_link
baptismal,https://www.oxfordlearnersdictionaries.com/definition/english/baptismal,C2,baptismal,lễ rửa tội,adjective,/bæpˈtɪzməl/,
burial,https://www.oxfordlearnersdictionaries.com/definition/english/burial,C1,burial,chôn cất,noun,/ˈberiəl/,
canonize,https://www.oxfordlearnersdictionaries.com/definition/english/canonize,C2,canonize,phong thánh,verb,/ˈkænənaɪz/,
bury,https://www.oxfordlearnersdictionaries.com/definition/english/bury,B1,bury,chôn,verb,/ˈberi/,
baptism,https://www.oxfordlearnersdictionaries.com/definition/english/baptism,C2,baptism,lễ rửa tội,noun,/ˈbæptɪzəm/,
bar_mitzvah,https://www.oxfordlearnersdictionaries.com/definition/english/bar-mitzvah,C2,bar mitzvah,quán bar mitzvah,noun,/ˌbɑː ˈmɪtsvə/,
baptize,https://www.oxfordlearnersdictionaries.com/definition/english/baptize,C2,baptize,rửa tội,verb,/bæpˈtaɪz/,
bas_mitzvah,https://www.oxfordlearnersdictionaries.com/definition/english/bas-mitzvah,C2,bas mitzvah,bas mitzvah,noun,/ˌbæs ˈmɪtsvə/,
ceremony,https://www.oxfordlearnersdictionaries.com/definition/english/ceremony,B1,ceremony,lễ,noun,/ˈserəməni/,
celebration,https://www.oxfordlearnersdictionaries.com/definition/english/celebration,B1,celebration,lễ ăn mừng,noun,/ˌselɪˈbreɪʃn/,
chant,https://www.oxfordlearnersdictionaries.com/definition/english/chant_1,C2,chant,tụng kinh,noun,/tʃɑːnt/,
christen,https://www.oxfordlearnersdictionaries.com/definition/english/christen,C2,christen,lễ rửa tội,verb,/ˈkrɪsn/,
circumcise,https://www.oxfordlearnersdictionaries.com/definition/english/circumcise,C2,circumcise,cắt bao quy đầu,verb,/ˈsɜːkəmsaɪz/,
canonization,https://www.oxfordlearnersdictionaries.com/definition/english/canonization,C2,canonization,phong thánh,noun,/ˌkænənaɪˈzeɪʃn/,
circumcision,https://www.oxfordlearnersdictionaries.com/definition/english/circumcision,C2,circumcision,cắt bao quy đầu,noun,/ˌsɜːkəmˈsɪʒn/,
churchgoing,https://www.oxfordlearnersdictionaries.com/definition/english/churchgoing,C2,churchgoing,đi nhà thờ,noun,/ˈtʃɜːtʃɡəʊɪŋ/,
christening,https://www.oxfordlearnersdictionaries.com/definition/english/christening,C1,christening,lễ rửa tội,noun,/ˈkrɪsnɪŋ/,
confirm,https://www.oxfordlearnersdictionaries.com/definition/english/confirm,C2,confirm,xác nhận,verb,/kənˈfɜːm/,
communion,https://www.oxfordlearnersdictionaries.com/definition/english/communion,C2,communion,sự hiệp thông,noun,/kəˈmjuːniən/,
bat_mitzvah,https://www.oxfordlearnersdictionaries.com/definition/english/bat-mitzvah,C2,bat mitzvah,bat mitzvah,noun,/ˌbæt ˈmɪtsvə/,
cremate,https://www.oxfordlearnersdictionaries.com/definition/english/cremate,C2,cremate,hỏa táng,verb,/krəˈmeɪt/,
eucharist,https://www.oxfordlearnersdictionaries.com/definition/english/eucharist,C2,Eucharist,Thánh Thể,noun,/ˈjuːkərɪst/,
confirmation,https://www.oxfordlearnersdictionaries.com/definition/english/confirmation,C2,confirmation,xác nhận,noun,/ˌkɒnfəˈmeɪʃn/,
consecrate,https://www.oxfordlearnersdictionaries.com/definition/english/consecrate,C2,consecrate,thánh hiến,verb,/ˈkɒnsɪkreɪt/,
consecration,https://www.oxfordlearnersdictionaries.com/definition/english/consecration,C2,consecration,thánh hiến,noun,/ˌkɒnsɪˈkreɪʃn/,
cremation,https://www.oxfordlearnersdictionaries.com/definition/english/cremation,C2,cremation,hỏa táng,noun,/krəˈmeɪʃn/,
exorcism,https://www.oxfordlearnersdictionaries.com/definition/english/exorcism,C2,exorcism,trừ tà,noun,/ˈeksɔːsɪzəm/,
funeral,https://www.oxfordlearnersdictionaries.com/definition/english/funeral,C1,funeral,tang lễ,noun,/ˈfjuːnərəl/,
god-daughter,https://www.oxfordlearnersdictionaries.com/definition/english/god-daughter,C2,god-daughter,con gái đỡ đầu,noun,/ˈɡɒd dɔːtə(r)/,
exorcise,https://www.oxfordlearnersdictionaries.com/definition/english/exorcise,C2,exorcise,trừ tà,verb,/ˈeksɔːsaɪz/,
godchild,https://www.oxfordlearnersdictionaries.com/definition/english/godchild,C2,godchild,con nuôi,noun,/ˈɡɒdtʃaɪld/,
godmother,https://www.oxfordlearnersdictionaries.com/definition/english/godmother,C2,godmother,mẹ đỡ đầu,noun,/ˈɡɒdmʌðə(r)/,
godparent,https://www.oxfordlearnersdictionaries.com/definition/english/godparent,C2,godparent,cha mẹ đỡ đầu,noun,/ˈɡɒdpeərənt/,
godson,https://www.oxfordlearnersdictionaries.com/definition/english/godson,C2,godson,con đỡ đầu,noun,/ˈɡɒdsʌn/,
marriage,https://www.oxfordlearnersdictionaries.com/definition/english/marriage,B1,marriage,kết hôn,noun,/ˈmærɪdʒ/,
hajj,https://www.oxfordlearnersdictionaries.com/definition/english/hajj,C2,hajj,hajj,noun,/hædʒ/,
last_rites,https://www.oxfordlearnersdictionaries.com/definition/english/the-last-rites,C2,last rites,nghi thức cuối cùng,noun,/ðə ˌlɑːst ˈraɪts/,
marry,https://www.oxfordlearnersdictionaries.com/definition/english/marry,A2,marry,kết hôn,verb,/ˈmæri/,
godfather,https://www.oxfordlearnersdictionaries.com/definition/english/godfather,C2,godfather,cha đỡ đầu,noun,/ˈɡɒdfɑːðə(r)/,
holy_communion,https://www.oxfordlearnersdictionaries.com/definition/english/holy-communion,C2,Holy Communion,Rước lễ,noun,/ˌhəʊli kəˈmjuːniən/,
hymn,https://www.oxfordlearnersdictionaries.com/definition/english/hymn,C2,hymn,thánh ca,noun,/hɪm/,
meeting,https://www.oxfordlearnersdictionaries.com/definition/english/meeting,C2,meeting,cuộc họp,noun,/ˈmiːtɪŋ/,
mass,https://www.oxfordlearnersdictionaries.com/definition/english/mass_4,C2,Mass,Khối,noun,/mæs/,
observance,https://www.oxfordlearnersdictionaries.com/definition/english/observance,C2,observance,sự tuân thủ,noun,/əbˈzɜːvəns/,
observe,https://www.oxfordlearnersdictionaries.com/definition/english/observe,C2,observe,quan sát,verb,/əbˈzɜːv/,
ordain,https://www.oxfordlearnersdictionaries.com/definition/english/ordain,C2,ordain,phong chức,verb,/ɔːˈdeɪn/,
ordination,https://www.oxfordlearnersdictionaries.com/definition/english/ordination,C2,ordination,xuất gia,noun,/ˌɔːdɪˈneɪʃn/,
procession,https://www.oxfordlearnersdictionaries.com/definition/english/procession,C1,procession,đám rước,noun,/prəˈseʃn/,
remembrance,https://www.oxfordlearnersdictionaries.com/definition/english/remembrance,C2,remembrance,sự tưởng nhớ,noun,/rɪˈmembrəns/,
puja,https://www.oxfordlearnersdictionaries.com/definition/english/puja,C2,puja,lễ puja,noun,/ˈpuːdʒɑː/,
requiem,https://www.oxfordlearnersdictionaries.com/definition/english/requiem,C2,requiem,lễ cầu siêu,noun,/ˈrekwiəm/,
rite,https://www.oxfordlearnersdictionaries.com/definition/english/rite,C2,rite,nghi thức,noun,/raɪt/,
ritual,https://www.oxfordlearnersdictionaries.com/definition/english/ritual_1,C1,ritual,nghi thức,noun,/ˈrɪtʃuəl/,
ritual,https://www.oxfordlearnersdictionaries.com/definition/english/ritual_2,C1,ritual,nghi thức,adjective,/ˈrɪtʃuəl/,
sacrament,https://www.oxfordlearnersdictionaries.com/definition/english/sacrament,C2,sacrament,bí tích,noun,/ˈsækrəmənt/,
seder,https://www.oxfordlearnersdictionaries.com/definition/english/seder,C2,Seder,Seder,noun,/ˈseɪdə(r)/,
remembrance_sunday,https://www.oxfordlearnersdictionaries.com/definition/english/remembrance-sunday,C2,Remembrance Sunday,Chủ nhật tưởng nhớ,noun,/rɪˌmembrəns ˈsʌndeɪ/,
sermon,https://www.oxfordlearnersdictionaries.com/definition/english/sermon,C2,sermon,bài giảng,noun,/ˈsɜːmən/,
solemnize,https://www.oxfordlearnersdictionaries.com/definition/english/solemnize,C2,solemnize,trang trọng hóa,verb,/ˈsɒləmnaɪz/,
service,https://www.oxfordlearnersdictionaries.com/definition/english/service_1,B2,service,dịch vụ,noun,/ˈsɜːvɪs/,
ritualistic,https://www.oxfordlearnersdictionaries.com/definition/english/ritualistic,C2,ritualistic,mang tính nghi lễ,adjective,/ˌrɪtʃuəˈlɪstɪk/,
tangi,https://www.oxfordlearnersdictionaries.com/definition/english/tangi,C2,tangi,tangi,noun,/ˈtæŋi/,
worship,https://www.oxfordlearnersdictionaries.com/definition/english/worship_1,C1,worship,tôn thờ,noun,/ˈwɜːʃɪp/,
wedding,https://www.oxfordlearnersdictionaries.com/definition/english/wedding,A2,wedding,lễ cưới,noun,/ˈwedɪŋ/,
worship,https://www.oxfordlearnersdictionaries.com/definition/english/worship_2,C1,worship,tôn thờ,verb,/ˈwɜːʃɪp/,
worshipper,https://www.oxfordlearnersdictionaries.com/definition/english/worshipper,C1,worshipper,người tôn thờ,noun,/ˈwɜːʃɪpə(r)/,
