id,url,levels,word,translation,part_of_speech,ipa,audio_link
booster,https://www.oxfordlearnersdictionaries.com/definition/english/booster,C2,booster,tăng cường,noun,/ˈbuːstə(r)/,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/b/boo/boost/booster__gb_1.mp3
cosmonaut,https://www.oxfordlearnersdictionaries.com/definition/english/cosmonaut,C1,cosmonaut,phi hành gia,noun,/ˈkɒzmənɔːt/,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/c/cos/cosmo/cosmonaut__gb_1.mp3
blast-off,https://www.oxfordlearnersdictionaries.com/definition/english/blast-off_2,C2,blast-off,vụ nổ,noun,/ˈblɑːst ɒf/,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/b/bla/blast/blast_off_1_gb_1.mp3
flying_saucer,https://www.oxfordlearnersdictionaries.com/definition/english/flying-saucer,C2,flying saucer,đĩa bay,noun,/ˌflaɪɪŋ ˈsɔːsə(r)/,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/f/fly/flyin/flying_saucer_1_gb_1.mp3
astronaut,https://www.oxfordlearnersdictionaries.com/definition/english/astronaut,B1,astronaut,phi hành gia,noun,/ˈæstrənɔːt/,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/a/ast/astro/astronaut__gb_2.mp3
aerospace,https://www.oxfordlearnersdictionaries.com/definition/english/aerospace,C1,aerospace,hàng không vũ trụ,noun,/ˈeərəʊspeɪs/,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/a/aer/aeros/aerospace__gb_1.mp3
dock,https://www.oxfordlearnersdictionaries.com/definition/english/dock_2,C2,dock,bến tàu,verb,/dɒk/,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/d/doc/dock_/dock__gb_1.mp3
countdown,https://www.oxfordlearnersdictionaries.com/definition/english/countdown_1,C2,countdown,đếm ngược,noun,/ˈkaʊntdaʊn/,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/c/cou/count/countdown__gb_1.mp3
blast_off,https://www.oxfordlearnersdictionaries.com/definition/english/blast-off_1,C2,blast off,nổ tung,phrasal verb,,
intergalactic,https://www.oxfordlearnersdictionaries.com/definition/english/intergalactic,C2,intergalactic,liên thiên hà,adjective,/ˌɪntəɡəˈlæktɪk/,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/i/int/inter/intergalactic__gb_1.mp3
launch,https://www.oxfordlearnersdictionaries.com/definition/english/launch_1,B2,launch,phóng,verb,/lɔːntʃ/,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/l/lau/launc/launch__gb_1.mp3
interstellar,https://www.oxfordlearnersdictionaries.com/definition/english/interstellar,C2,interstellar,giữa các vì sao,adjective,/ˌɪntəˈstelə(r)/,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/i/int/inter/interstellar__gb_1.mp3
land,https://www.oxfordlearnersdictionaries.com/definition/english/land_2,A2,land,đất,verb,/lænd/,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/l/lan/land_/land__gb_1.mp3
landing,https://www.oxfordlearnersdictionaries.com/definition/english/landing,B2,landing,hạ cánh,noun,/ˈlændɪŋ/,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/l/lan/landi/landing__gb_1.mp3
launch,https://www.oxfordlearnersdictionaries.com/definition/english/launch_2,B2,launch,phóng,noun,/lɔːntʃ/,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/l/lau/launc/launch__gb_1.mp3
launch_vehicle,https://www.oxfordlearnersdictionaries.com/definition/english/launch-vehicle,C2,launch vehicle,xe phóng,noun,/ˈlɔːntʃ viːɪkl/,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/l/lau/launc/launch_vehicle_1_gb_1.mp3
