id,url,levels,word,translation,part_of_speech,ipa,audio_link
filmstrip,https://www.oxfordlearnersdictionaries.com/definition/english/filmstrip,C2,filmstrip,đoạn phim,noun,/ˈfɪlmstrɪp/,
master,https://www.oxfordlearnersdictionaries.com/definition/english/master_1,C2,master,bậc thầy,noun,/ˈmɑːstə(r)/,
camera,https://www.oxfordlearnersdictionaries.com/definition/english/camera,A1,camera,máy ảnh,noun,/ˈkæmrə/,
dolly,https://www.oxfordlearnersdictionaries.com/definition/english/dolly_1,C2,dolly,búp bê,noun,/ˈdɒli/,
clapperboard,https://www.oxfordlearnersdictionaries.com/definition/english/clapperboard,C2,clapperboard,tấm ván nhỏ,noun,/ˈklæpəbɔːd/,
director’s_chair,https://www.oxfordlearnersdictionaries.com/definition/english/director-s-chair,B2,director’s chair,ghế giám đốc,noun,/dəˈrektəz tʃeə(r)/,
canister,https://www.oxfordlearnersdictionaries.com/definition/english/canister,C2,canister,cái hộp đựng,noun,/ˈkænɪstə(r)/,
floodlight,https://www.oxfordlearnersdictionaries.com/definition/english/floodlight_1,C1,floodlight,đèn pha,noun,/ˈflʌdlaɪt/,
make-up,https://www.oxfordlearnersdictionaries.com/definition/english/make-up_2,B2,make-up,trang điểm,noun,/ˈmeɪk ʌp/,
celluloid,https://www.oxfordlearnersdictionaries.com/definition/english/celluloid,C2,celluloid,chất celluloid,noun,/ˈseljulɔɪd/,
reel,https://www.oxfordlearnersdictionaries.com/definition/english/reel_1,C1,reel,cuộn dây,noun,/riːl/,
sound_stage,https://www.oxfordlearnersdictionaries.com/definition/english/sound-stage,C2,sound stage,sân khấu âm thanh,noun,/ˈsaʊnd steɪdʒ/,
mixer,https://www.oxfordlearnersdictionaries.com/definition/english/mixer,C2,mixer,máy trộn,noun,/ˈmɪksə(r)/,
spotlight,https://www.oxfordlearnersdictionaries.com/definition/english/spotlight_1,C1,spotlight,điểm sáng,noun,/ˈspɒtlaɪt/,
