id,url,levels,word,translation,part_of_speech,ipa,audio_link
atonality,https://www.oxfordlearnersdictionaries.com/definition/english/atonality,C2,atonality,tính không đồng nhất,noun,/ˌeɪtəʊˈnæləti/,
ambient,https://www.oxfordlearnersdictionaries.com/definition/english/ambient,C2,ambient,môi trường xung quanh,adjective,/ˈæmbiənt/,
climax,https://www.oxfordlearnersdictionaries.com/definition/english/climax_1,C1,climax,đỉnh điểm,noun,/ˈklaɪmæks/,
chorus,https://www.oxfordlearnersdictionaries.com/definition/english/chorus_1,B2,chorus,điệp khúc,noun,/ˈkɔːrəs/,
acoustic,https://www.oxfordlearnersdictionaries.com/definition/english/acoustic,C1,acoustic,âm học,adjective,/əˈkuːstɪk/,
beat,https://www.oxfordlearnersdictionaries.com/definition/english/beat_2,B2,beat,tiết tấu,noun,/biːt/,
atonal,https://www.oxfordlearnersdictionaries.com/definition/english/atonal,C2,atonal,khác thường,adjective,/eɪˈtəʊnl/,
be_in/out_of_tune,https://www.oxfordlearnersdictionaries.com/definition/english/tune_1,C1,be in/out of tune,ở trong/ngoài giai điệu,noun,/tjuːn/,
bassline,https://www.oxfordlearnersdictionaries.com/definition/english/bassline,C2,bassline,dây trầm,noun,/ˈbeɪslaɪn/,
aleatory,https://www.oxfordlearnersdictionaries.com/definition/english/aleatory,C2,aleatory,sự thay đổi,adjective,/ˌæliˈeɪtəri/,
drum_roll,https://www.oxfordlearnersdictionaries.com/definition/english/drum-roll,C2,drum roll,cuộn trống,noun,/ˈdrʌm rəʊl/,
dissonance,https://www.oxfordlearnersdictionaries.com/definition/english/dissonance,C2,dissonance,sự bất hòa,noun,/ˈdɪsənəns/,
discord,https://www.oxfordlearnersdictionaries.com/definition/english/discord,C2,discord,sự bất hòa,noun,/ˈdɪskɔːd/,
counterpoint,https://www.oxfordlearnersdictionaries.com/definition/english/counterpoint_1,C2,counterpoint,đối âm,noun,/ˈkaʊntəpɔɪnt/,
groove,https://www.oxfordlearnersdictionaries.com/definition/english/groove,C2,groove,rãnh,noun,/ɡruːv/,
harmonic,https://www.oxfordlearnersdictionaries.com/definition/english/harmonic_1,C2,harmonic,hài hòa,adjective,/hɑːˈmɒnɪk/,
grungy,https://www.oxfordlearnersdictionaries.com/definition/english/grungy,C2,grungy,bẩn thỉu,adjective,/ˈɡrʌndʒi/,
harmony,https://www.oxfordlearnersdictionaries.com/definition/english/harmony,C1,harmony,hòa hợp,noun,/ˈhɑːməni/,
instrumentation,https://www.oxfordlearnersdictionaries.com/definition/english/instrumentation,C2,instrumentation,thiết bị đo đạc,noun,/ˌɪnstrəmenˈteɪʃn/,
instrumental,https://www.oxfordlearnersdictionaries.com/definition/english/instrumental_1,C1,instrumental,nhạc cụ,adjective,/ˌɪnstrəˈmentl/,
interval,https://www.oxfordlearnersdictionaries.com/definition/english/interval,C2,interval,khoảng thời gian,noun,/ˈɪntəvl/,
lyric,https://www.oxfordlearnersdictionaries.com/definition/english/lyric_2,C2,lyric,lời bài hát,adjective,/ˈlɪrɪk/,
lyric,https://www.oxfordlearnersdictionaries.com/definition/english/lyric_1,B2,lyric,lời bài hát,noun,/ˈlɪrɪk/,
melodic,https://www.oxfordlearnersdictionaries.com/definition/english/melodic,C2,melodic,du dương,adjective,/məˈlɒdɪk/,
major,https://www.oxfordlearnersdictionaries.com/definition/english/major_1,C1,major,lớn lao,adjective,/ˈmeɪdʒə(r)/,
melodious,https://www.oxfordlearnersdictionaries.com/definition/english/melodious,C2,melodious,du dương,adjective,/məˈləʊdiəs/,
libretto,https://www.oxfordlearnersdictionaries.com/definition/english/libretto,C2,libretto,lời bài hát,noun,/lɪˈbretəʊ/,
melody,https://www.oxfordlearnersdictionaries.com/definition/english/melody,C1,melody,giai điệu,noun,/ˈmelədi/,
minor,https://www.oxfordlearnersdictionaries.com/definition/english/minor_1,C1,minor,người vị thành niên,adjective,/ˈmaɪnə(r)/,
motif,https://www.oxfordlearnersdictionaries.com/definition/english/motif,C2,motif,họa tiết,noun,/məʊˈtiːf/,
musical,https://www.oxfordlearnersdictionaries.com/definition/english/musical_1,A2,musical,âm nhạc,adjective,/ˈmjuːzɪkl/,
note,https://www.oxfordlearnersdictionaries.com/definition/english/note_1,B2,note,ghi chú,noun,/nəʊt/,
music,https://www.oxfordlearnersdictionaries.com/definition/english/music,A1,music,âm nhạc,noun,/ˈmjuːzɪk/,
rendition,https://www.oxfordlearnersdictionaries.com/definition/english/rendition,C2,rendition,sự trình diễn,noun,/renˈdɪʃn/,
register,https://www.oxfordlearnersdictionaries.com/definition/english/register_2,C2,register,đăng ký,noun,/ˈredʒɪstə(r)/,
operatic,https://www.oxfordlearnersdictionaries.com/definition/english/operatic,C2,operatic,mang tính biểu diễn,adjective,/ˌɒpəˈrætɪk/,
pitch,https://www.oxfordlearnersdictionaries.com/definition/english/pitch_1,C1,pitch,sân bóng đá,noun,/pɪtʃ/,
punky,https://www.oxfordlearnersdictionaries.com/definition/english/punky,C2,punky,nhỏ bé,adjective,/ˈpʌŋki/,
symphonic,https://www.oxfordlearnersdictionaries.com/definition/english/symphonic,C2,symphonic,giao hưởng,adjective,/sɪmˈfɒnɪk/,
strain,https://www.oxfordlearnersdictionaries.com/definition/english/strain_1,C2,strain,sự căng thẳng,noun,/streɪn/,
rhythm,https://www.oxfordlearnersdictionaries.com/definition/english/rhythm,B2,rhythm,nhịp điệu,noun,/ˈrɪðəm/,
tone,https://www.oxfordlearnersdictionaries.com/definition/english/tone_1,B2,tone,giai điệu,noun,/təʊn/,
timbre,https://www.oxfordlearnersdictionaries.com/definition/english/timbre,C2,timbre,âm sắc,noun,/ˈtæmbə(r)/,
tuneful,https://www.oxfordlearnersdictionaries.com/definition/english/tuneful,C2,tuneful,êm tai,adjective,/ˈtjuːnfl/,
tinny,https://www.oxfordlearnersdictionaries.com/definition/english/tinny_1,C2,tinny,nhỏ xíu,adjective,/ˈtɪni/,
tuneless,https://www.oxfordlearnersdictionaries.com/definition/english/tuneless,C1,tuneless,không có giai điệu,adjective,/ˈtjuːnləs/,
tunefulness,https://www.oxfordlearnersdictionaries.com/definition/english/tunefulness,C2,tunefulness,sự du dương,noun,/ˈtjuːnflnəs/,
virtuoso,https://www.oxfordlearnersdictionaries.com/definition/english/virtuoso_2,C2,virtuoso,tài năng,adjective,/ˌvɜːtʃuˈəʊsəʊ/,
verse,https://www.oxfordlearnersdictionaries.com/definition/english/verse,C1,verse,thơ,noun,/vɜːs/,
ternary_form,https://www.oxfordlearnersdictionaries.com/definition/english/ternary-form,C2,ternary form,dạng bậc ba,noun,/ˈtɜːnəri fɔːm/,
vocal,https://www.oxfordlearnersdictionaries.com/definition/english/vocal_2,C2,vocal,phát âm,noun,/ˈvəʊkl/,
tunelessly,https://www.oxfordlearnersdictionaries.com/definition/english/tunelessly,C1,tunelessly,không có giai điệu,adverb,/ˈtjuːnləsli/,
voice,https://www.oxfordlearnersdictionaries.com/definition/english/voice_1,A2,voice,tiếng nói,noun,/vɔɪs/,
