id,url,levels,word,translation,part_of_speech,ipa,audio_link
casting,https://www.oxfordlearnersdictionaries.com/definition/english/casting,C1,casting,vật đúc,noun,/ˈkɑːstɪŋ/,
act,https://www.oxfordlearnersdictionaries.com/definition/english/act_1,A2,act,hành động,verb,/ækt/,
ad-lib,https://www.oxfordlearnersdictionaries.com/definition/english/ad-lib_4,C2,ad-lib,quảng cáo,adjective,/ˌæd ˈlɪb/,
ad_lib,https://www.oxfordlearnersdictionaries.com/definition/english/ad-lib_2,C2,ad lib,quảng cáo tự do,noun,/ˌæd ˈlɪb/,
costume,https://www.oxfordlearnersdictionaries.com/definition/english/costume,B1,costume,trang phục,noun,/ˈkɒstjuːm/,
audition,https://www.oxfordlearnersdictionaries.com/definition/english/audition_2,C2,audition,thử giọng,verb,/ɔːˈdɪʃn/,
ad-lib,https://www.oxfordlearnersdictionaries.com/definition/english/ad-lib_3,C2,ad-lib,quảng cáo,verb,/ˌæd ˈlɪb/,
amateur_dramatics,https://www.oxfordlearnersdictionaries.com/definition/english/amateur-dramatics,C2,amateur dramatics,kịch nghiệp dư,noun,/ˌæmətə drəˈmætɪks/,
ad_lib,https://www.oxfordlearnersdictionaries.com/definition/english/ad-lib_1,C2,ad lib,quảng cáo tự do,adverb,/ˌæd ˈlɪb/,
dramatize,https://www.oxfordlearnersdictionaries.com/definition/english/dramatize,C1,dramatize,đóng kịch,verb,/ˈdræmətaɪz/,
cue,https://www.oxfordlearnersdictionaries.com/definition/english/cue_1,B2,cue,gợi ý,noun,/kjuː/,
curtain_call,https://www.oxfordlearnersdictionaries.com/definition/english/curtain-call,C2,curtain call,gọi màn,noun,/ˈkɜːtn kɔːl/,
enact,https://www.oxfordlearnersdictionaries.com/definition/english/enact,C2,enact,ban hành,verb,/ɪˈnækt/,
dress_rehearsal,https://www.oxfordlearnersdictionaries.com/definition/english/dress-rehearsal,C1,dress rehearsal,buổi thử trang phục,noun,/ˌdres rɪˈhɜːsl/,
direct,https://www.oxfordlearnersdictionaries.com/definition/english/direct_2,B1,direct,trực tiếp,verb,/dəˈrekt/,
first_night,https://www.oxfordlearnersdictionaries.com/definition/english/first-night,C2,first night,đêm đầu tiên,noun,/ˌfɜːst ˈnaɪt/,
community_theater,https://www.oxfordlearnersdictionaries.com/definition/english/community-theater,C2,community theater,nhà hát cộng đồng,noun,/kəˌmjuːnəti ˈθɪətə(r)/,
curtain-up,https://www.oxfordlearnersdictionaries.com/definition/english/curtain-up,C2,curtain-up,kéo rèm,noun,/ˌkɜːtn ˈʌp/,
interpretation,https://www.oxfordlearnersdictionaries.com/definition/english/interpretation,C1,interpretation,sự thông giải,noun,/ɪnˌtɜːprəˈteɪʃn/,
performance,https://www.oxfordlearnersdictionaries.com/definition/english/performance,B1,performance,hiệu suất,noun,/pəˈfɔːməns/,
perform,https://www.oxfordlearnersdictionaries.com/definition/english/perform,A2,perform,trình diễn,verb,/pəˈfɔːm/,
prompt,https://www.oxfordlearnersdictionaries.com/definition/english/prompt_1,C2,prompt,nhắc nhở,verb,/prɒmpt/,
produce,https://www.oxfordlearnersdictionaries.com/definition/english/produce_1,B2,produce,sản xuất,verb,/prəˈdjuːs/,
production,https://www.oxfordlearnersdictionaries.com/definition/english/production,B2,production,sản xuất,noun,/prəˈdʌkʃn/,
overact,https://www.oxfordlearnersdictionaries.com/definition/english/overact,C2,overact,hành động quá mức,verb,/ˌəʊvərˈækt/,
portray,https://www.oxfordlearnersdictionaries.com/definition/english/portray,C1,portray,miêu tả,verb,/pɔːˈtreɪ/,
miscast,https://www.oxfordlearnersdictionaries.com/definition/english/miscast,C2,miscast,phát âm sai,verb,/ˌmɪsˈkɑːst/,
prompt,https://www.oxfordlearnersdictionaries.com/definition/english/prompt_3,C2,prompt,nhắc nhở,noun,/prɒmpt/,
put_on,https://www.oxfordlearnersdictionaries.com/definition/english/put-on_1,C1,put on,mặc,phrasal verb,,
rehearsal,https://www.oxfordlearnersdictionaries.com/definition/english/rehearsal,B2,rehearsal,diễn tập,noun,/rɪˈhɜːsl/,
revival,https://www.oxfordlearnersdictionaries.com/definition/english/revival,C2,revival,sự hồi sinh,noun,/rɪˈvaɪvl/,
script,https://www.oxfordlearnersdictionaries.com/definition/english/script_1,B1,script,kịch bản,noun,/skrɪpt/,
set,https://www.oxfordlearnersdictionaries.com/definition/english/set_1,B1,set,bộ,verb,/set/,
read-through,https://www.oxfordlearnersdictionaries.com/definition/english/read-through_2,C2,read-through,đọc qua,noun,/ˈriːd θruː/,
run-through,https://www.oxfordlearnersdictionaries.com/definition/english/run-through_2,C2,run-through,chạy qua,noun,/ˈrʌn θruː/,
stage,https://www.oxfordlearnersdictionaries.com/definition/english/stage_2,B2,stage,sân khấu,verb,/steɪdʒ/,
set_piece,https://www.oxfordlearnersdictionaries.com/definition/english/set-piece,C2,set piece,bộ mảnh,noun,/ˌset ˈpiːs/,
rehearse,https://www.oxfordlearnersdictionaries.com/definition/english/rehearse,B2,rehearse,luyện tập,verb,/rɪˈhɜːs/,
scene-shifting,https://www.oxfordlearnersdictionaries.com/definition/english/scene-shifting,C2,scene-shifting,chuyển cảnh,noun,/ˈsiːn ʃɪftɪŋ/,
stage_whisper,https://www.oxfordlearnersdictionaries.com/definition/english/stage-whisper,C2,stage whisper,thì thầm trên sân khấu,noun,/ˌsteɪdʒ ˈwɪspə(r)/,
stage_direction,https://www.oxfordlearnersdictionaries.com/definition/english/stage-direction,C2,stage direction,hướng sân khấu,noun,/ˈsteɪdʒ dərekʃn/,
stagecraft,https://www.oxfordlearnersdictionaries.com/definition/english/stagecraft,C2,stagecraft,nghệ thuật sân khấu,noun,/ˈsteɪdʒkrɑːft/,
show_business,https://www.oxfordlearnersdictionaries.com/definition/english/show-business,B2,show business,triển lãm kinh doanh,noun,/ˈʃəʊbɪz/,
theatrical,https://www.oxfordlearnersdictionaries.com/definition/english/theatrical,C1,theatrical,sân khấu,adjective,/θiˈætrɪkl/,
surtitles,https://www.oxfordlearnersdictionaries.com/definition/english/surtitles,C2,surtitles,phụ đề,noun,/ˈsɜːtaɪtlz/,
typecast,https://www.oxfordlearnersdictionaries.com/definition/english/typecast,C2,typecast,kiểu chữ,verb,/ˈtaɪpkɑːst/,
stage-struck,https://www.oxfordlearnersdictionaries.com/definition/english/stage-struck,C2,stage-struck,bị ấn tượng bởi sân khấu,adjective,/ˈsteɪdʒ strʌk/,
