id,url,levels,word,translation,part_of_speech,ipa,audio_link
antics,https://www.oxfordlearnersdictionaries.com/definition/english/antics,C2,antics,trò hề,noun,/ˈæntɪks/,
acutely,https://www.oxfordlearnersdictionaries.com/definition/english/acutely,C1,acutely,sâu sắc,adverb,/əˈkjuːtli/,
alarmed,https://www.oxfordlearnersdictionaries.com/definition/english/alarmed,B2,alarmed,báo động,adjective,/əˈlɑːmd/,
at_risk,https://www.oxfordlearnersdictionaries.com/definition/english/risk_1,B1,at risk,có nguy cơ,noun,/rɪsk/,
beware,https://www.oxfordlearnersdictionaries.com/definition/english/beware,C1,beware,cẩn thận,verb,/bɪˈweə(r)/,
adventurous,https://www.oxfordlearnersdictionaries.com/definition/english/adventurous,B2,adventurous,phiêu lưu,adjective,/ədˈventʃərəs/,
afraid,https://www.oxfordlearnersdictionaries.com/definition/english/afraid,A1,afraid,sợ,adjective,/əˈfreɪd/,
be_on_the_razor’s_edge,https://www.oxfordlearnersdictionaries.com/definition/english/razor,C2,be on the razor’s edge,ở trên lưỡi dao cạo,noun,/ˈreɪzə(r)/,
a_marked_man/woman,https://www.oxfordlearnersdictionaries.com/definition/english/marked,C2,a marked man/woman,một người đàn ông/phụ nữ được đánh dấu,adjective,/mɑːkt/,
at-risk,https://www.oxfordlearnersdictionaries.com/definition/english/at-risk,B2,at-risk,có nguy cơ,adjective,/ˌæt ˈrɪsk/,
boil_up,https://www.oxfordlearnersdictionaries.com/definition/english/boil-up,C2,boil up,đun sôi lên,phrasal verb,,
brink,https://www.oxfordlearnersdictionaries.com/definition/english/brink,C2,brink,bờ vực,noun,/brɪŋk/,
caution,https://www.oxfordlearnersdictionaries.com/definition/english/caution_2,C1,caution,thận trọng,verb,/ˈkɔːʃn/,
boil_over,https://www.oxfordlearnersdictionaries.com/definition/english/boil-over,C2,boil over,đun sôi,phrasal verb,,
breakneck,https://www.oxfordlearnersdictionaries.com/definition/english/breakneck,C2,breakneck,chóng mặt,adjective,/ˈbreɪknek/,
close,https://www.oxfordlearnersdictionaries.com/definition/english/close2_1,C2,close,đóng,adjective,/kləʊs/,
compromise,https://www.oxfordlearnersdictionaries.com/definition/english/compromise_2,C1,compromise,thỏa hiệp,verb,/ˈkɒmprəmaɪz/,
critical,https://www.oxfordlearnersdictionaries.com/definition/english/critical,B2,critical,phê bình,adjective,/ˈkrɪtɪkl/,
critically,https://www.oxfordlearnersdictionaries.com/definition/english/critically,B2,critically,critically,adverb,/ˈkrɪtɪkli/,
danger,https://www.oxfordlearnersdictionaries.com/definition/english/danger,A2,danger,sự nguy hiểm,noun,/ˈdeɪndʒə(r)/,
dangerous,https://www.oxfordlearnersdictionaries.com/definition/english/dangerous,A1,dangerous,nguy hiểm,adjective,/ˈdeɪndʒərəs/,
dare,https://www.oxfordlearnersdictionaries.com/definition/english/dare_1,C1,dare,dám,verb,/deə(r)/,
daring,https://www.oxfordlearnersdictionaries.com/definition/english/daring_1,B2,daring,táo bạo,adjective,/ˈdeərɪŋ/,
dangerously,https://www.oxfordlearnersdictionaries.com/definition/english/dangerously,B1,dangerously,nguy hiểm,adverb,/ˈdeɪndʒərəsli/,
daredevil,https://www.oxfordlearnersdictionaries.com/definition/english/daredevil_2,C2,daredevil,liều lĩnh,adjective,/ˈdeədevl/,
daringly,https://www.oxfordlearnersdictionaries.com/definition/english/daringly,B2,daringly,táo bạo,adverb,/ˈdeərɪŋli/,
deadly,https://www.oxfordlearnersdictionaries.com/definition/english/deadly_1,B2,deadly,chết người,adjective,/ˈdedli/,
daredevil,https://www.oxfordlearnersdictionaries.com/definition/english/daredevil_1,C2,daredevil,liều lĩnh,noun,/ˈdeədevl/,
desperate,https://www.oxfordlearnersdictionaries.com/definition/english/desperate,B2,desperate,tuyệt vọng,adjective,/ˈdespərət/,
dice_with_death,https://www.oxfordlearnersdictionaries.com/definition/english/dice_2,C2,dice with death,xúc xắc với cái chết,verb,/daɪs/,
dodgy,https://www.oxfordlearnersdictionaries.com/definition/english/dodgy,C2,dodgy,tinh ranh,adjective,/ˈdɒdʒi/,
eventful,https://www.oxfordlearnersdictionaries.com/definition/english/eventful,C1,eventful,đầy sự kiện,adjective,/ɪˈventfl/,
explode,https://www.oxfordlearnersdictionaries.com/definition/english/explode,C2,explode,nổ tung,verb,/ɪkˈspləʊd/,
do_something_at_your_own_risk,https://www.oxfordlearnersdictionaries.com/definition/english/risk_1,C2,do something at your own risk,làm điều gì đó có nguy cơ của riêng bạn,noun,/rɪsk/,
foreboding,https://www.oxfordlearnersdictionaries.com/definition/english/foreboding_1,C2,foreboding,điềm báo,noun,/fɔːˈbəʊdɪŋ/,
foreboding,https://www.oxfordlearnersdictionaries.com/definition/english/foreboding_2,C2,foreboding,điềm báo,adjective,/fɔːˈbəʊdɪŋ/,
dicey,https://www.oxfordlearnersdictionaries.com/definition/english/dicey,C2,dicey,xúc xắc,adjective,/ˈdaɪsi/,
flirt_with,https://www.oxfordlearnersdictionaries.com/definition/english/flirt-with,C2,flirt with,tán tỉnh,phrasal verb,,
gamble_on,https://www.oxfordlearnersdictionaries.com/definition/english/gamble-on,C2,gamble on,đánh bạc,phrasal verb,,
gamble,https://www.oxfordlearnersdictionaries.com/definition/english/gamble_1,C1,gamble,cờ bạc,verb,/ˈɡæmbl/,
game,https://www.oxfordlearnersdictionaries.com/definition/english/game_3,C2,game,trò chơi,adjective,/ɡeɪm/,
hairy,https://www.oxfordlearnersdictionaries.com/definition/english/hairy,C2,hairy,có lông,adjective,/ˈheəri/,
gamble_on_doing,https://www.oxfordlearnersdictionaries.com/definition/english/gamble-on-doing,C2,gamble on doing,đánh bạc khi làm,phrasal verb,,
god/heaven_help_somebody,https://www.oxfordlearnersdictionaries.com/definition/english/help_1,C2,God/Heaven help somebody,Chúa/Trời giúp ai đó,verb,/help/,
gambler,https://www.oxfordlearnersdictionaries.com/definition/english/gambler,C1,gambler,tay cờ bạc,noun,/ˈɡæmblə(r)/,
hazard,https://www.oxfordlearnersdictionaries.com/definition/english/hazard_1,C1,hazard,nguy hiểm,noun,/ˈhæzəd/,
hazardous,https://www.oxfordlearnersdictionaries.com/definition/english/hazardous,C1,hazardous,nguy hiểm,adjective,/ˈhæzədəs/,
hold_on,https://www.oxfordlearnersdictionaries.com/definition/english/hold-on,C2,hold on,giữ lấy,phrasal verb,,
hang_by_a_hair/thread,https://www.oxfordlearnersdictionaries.com/definition/english/hang_1,C2,hang by a hair/thread,treo bằng một sợi tóc/sợi chỉ,verb,/hæŋ/,
hazard,https://www.oxfordlearnersdictionaries.com/definition/english/hazard_2,C2,hazard,nguy hiểm,verb,/ˈhæzəd/,
high-risk,https://www.oxfordlearnersdictionaries.com/definition/english/high-risk,B2,high-risk,rủi ro cao,adjective,/ˌhaɪ ˈrɪsk/,
imperil,https://www.oxfordlearnersdictionaries.com/definition/english/imperil,C2,imperil,sự nguy hiểm,verb,/ɪmˈperəl/,
hold_out,https://www.oxfordlearnersdictionaries.com/definition/english/hold-out,C2,hold out,cầm cự,phrasal verb,,
in_jeopardy,https://www.oxfordlearnersdictionaries.com/definition/english/jeopardy_1,C2,in jeopardy,đang gặp nguy hiểm,noun,/ˈdʒepədi/,
hot,https://www.oxfordlearnersdictionaries.com/definition/english/hot_1,C2,hot,nóng,adjective,/hɒt/,
insane,https://www.oxfordlearnersdictionaries.com/definition/english/insane,C2,insane,điên cuồng,adjective,/ɪnˈseɪn/,
if_the_worst_comes_to_the_worst,https://www.oxfordlearnersdictionaries.com/definition/english/worst_3,C2,if the worst comes to the worst,nếu điều tồi tệ nhất đến với điều tồi tệ nhất,noun,/wɜːst/,
in_the_face_of_something,https://www.oxfordlearnersdictionaries.com/definition/english/face_1,C1,in the face of something,khi đối mặt với một cái gì đó,noun,/feɪs/,
lurk,https://www.oxfordlearnersdictionaries.com/definition/english/lurk_1,C2,lurk,ẩn nấp,verb,/lɜːk/,
look_before_you_leap,https://www.oxfordlearnersdictionaries.com/definition/english/leap_1,C2,look before you leap,hãy nhìn trước khi bạn nhảy,verb,/liːp/,
menace,https://www.oxfordlearnersdictionaries.com/definition/english/menace_2,C2,menace,sự đe dọa,verb,/ˈmenəs/,
maniac,https://www.oxfordlearnersdictionaries.com/definition/english/maniac_1,C2,maniac,người điên,adjective,/ˈmeɪniæk/,
menacing,https://www.oxfordlearnersdictionaries.com/definition/english/menacing,C2,menacing,đe dọa,adjective,/ˈmenəsɪŋ/,
nasty,https://www.oxfordlearnersdictionaries.com/definition/english/nasty,B2,nasty,bẩn thỉu,adjective,/ˈnɑːsti/,
(like)_a_lamb/lambs_to_the_slaughter,https://www.oxfordlearnersdictionaries.com/definition/english/lamb_1,C2,(like) a lamb/lambs to the slaughter,(như) một con cừu/cừu con bị đưa vào lò mổ,noun,/læm/,
"nothing_ventured,_nothing_gained",https://www.oxfordlearnersdictionaries.com/definition/english/venture_2,C2,"nothing ventured, nothing gained","không có gì mạo hiểm, không có gì đạt được",verb,/ˈventʃə(r)/,
low-risk,https://www.oxfordlearnersdictionaries.com/definition/english/low-risk,B2,low-risk,rủi ro thấp,adjective,/ˌləʊ ˈrɪsk/,
madcap,https://www.oxfordlearnersdictionaries.com/definition/english/madcap,C2,madcap,điên khùng,adjective,/ˈmædkæp/,
peril,https://www.oxfordlearnersdictionaries.com/definition/english/peril,C2,peril,sự nguy hiểm,noun,/ˈperəl/,
parlous,https://www.oxfordlearnersdictionaries.com/definition/english/parlous,C2,parlous,tinh ranh,adjective,/ˈpɑːləs/,
perilously,https://www.oxfordlearnersdictionaries.com/definition/english/perilously,C2,perilously,nguy hiểm,adverb,/ˈperələsli/,
perilous,https://www.oxfordlearnersdictionaries.com/definition/english/perilous,C2,perilous,nguy hiểm,adjective,/ˈperələs/,
pitfall,https://www.oxfordlearnersdictionaries.com/definition/english/pitfall,C2,pitfall,cạm bẫy,noun,/ˈpɪtfɔːl/,
precarious,https://www.oxfordlearnersdictionaries.com/definition/english/precarious,C2,precarious,bấp bênh,adjective,/prɪˈkeəriəs/,
precariously,https://www.oxfordlearnersdictionaries.com/definition/english/precariously,C2,precariously,bấp bênh,adverb,/prɪˈkeəriəsli/,
off_(your)_guard,https://www.oxfordlearnersdictionaries.com/definition/english/guard_1,C2,off (your) guard,mất cảnh giác (của bạn),noun,/ɡɑːd/,
reckless,https://www.oxfordlearnersdictionaries.com/definition/english/reckless,C1,reckless,liều lĩnh,adjective,/ˈrekləs/,
play_with_fire,https://www.oxfordlearnersdictionaries.com/definition/english/fire_1,C2,play with fire,chơi với lửa,noun,/ˈfaɪə(r)/,
risk,https://www.oxfordlearnersdictionaries.com/definition/english/risk_1,B1,risk,rủi ro,noun,/rɪsk/,
push_your_luck,https://www.oxfordlearnersdictionaries.com/definition/english/push_1,C2,push your luck,đẩy vận may của bạn,verb,/pʊʃ/,
